isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments,ecb_number
2357509,1,1017006,862.0,1.0,20190502,BENCH,00416,319,5 AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH00416,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190625.0,PD INV#62098926,
2322782,1,1033615,1240.0,42.0,20190206,AEUHAZ1,00051,212,WEST 93 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*020619AEUHAZ100051,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190219.0,JYF    PAID INV.# 62059183,35367527P
2384571,1,1001112,68.0,11.0,20190906,ACC1,00200,73,MAIDEN LANE,1W6907,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100200,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2337558,1,1046433,1491.0,14.0,20190405,EVCAT1,01387,27,E 79TH ST,1P15353,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT101387,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20200728.0,CIANOW CRM Violation Dismissed,
2366593,1,1041833,1392.0,47.0,20190626,AEUHAZ1,00234,50,EAST 78 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ100234,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35415113Z
2423433,4,4442262,10853.0,25.0,20191108,LBLVIO,14923,99-14,FRANCIS LEWIS BLVD,00108144,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO14923,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2321139,3,3329482,461.0,3.0,20190123,AEUHAZ1,00513,393,HOYT STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*012319AEUHAZ100513,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190712.0,ECB DISMISSED,35314781L
2418737,3,3155696,6118.0,103.0,20191108,LBLVIO,10227,9427,5 AVENUE,00113286,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO10227,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2336852,1,1016079,843.0,45.0,20190405,EVCAT1,00681,79,5TH AVE,1W407,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT100681,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2419048,3,3040804,1508.0,52.0,20191108,LBLVIO,10538,355,CHAUNCEY STREET,00153174,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO10538,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2372994,5,5012399,462.0,14.0,20190724,AEUHAZ1,00798,2055,VICTORY BOULEVARD,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*072419AEUHAZ100798,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190726.0,ECB DOWNGRADED TO CLASS 2 OR 3,39002450J
2385803,1,1017595,869.0,34.0,20190906,ACC1,01432,86,PARK AVE,1P26178,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC101432,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191025.0,CAT 1  2017 AOC PAID LATE FEES #62017472,
2352842,1,1038465,1325.0,1325.0,20190520,EVCAT5,01296,211,EAST 51 STREET,1P23980,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT501296,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2420673,4,4002645,198.0,1.0,20191108,LBLVIO,12163,47-50,HUNTER STREET,00001116,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V*110819LBLVIO12163,V*-DOB VIOLATION - DISMISSED,LBLVIO-LOW PRESSURE BOILER,20200320.0,"CIAGVN CANCELLED, FULL CIVIL PENALTY OF $1,000 PAID. INV#62175139, CK#524618",
2359572,3,3116695,5085.0,94.0,20190502,BENCH,02480,171,LINDEN BOULEVARD,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH02480,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20200110.0,CHALLENGE APPROVED,
2373887,3,3063219,2425.0,2425.0,20190730,EVCAT5,00217,403,HEWES STREET,3P7430,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V073019EVCAT500217,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2387395,1,1047955,1515.0,17.0,20190906,ACC1,03024,1280,LEXINGTON AVE,1E1651,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC103024,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2425969,4,4112019,4950.0,48.0,20191113,AEUHAZ1,00733,32-01,FARRINGTON STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*111319AEUHAZ100733,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200117.0,999999 PD INV#41506295,35442970R
2352576,1,1001394,121.0,121.0,20190520,EVCAT5,01030,1,CENTRE STREET,1P1452,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT501030,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2370708,4,4607538,2186.0,131.0,20190703,C,CN0601FK,65-19,110 STREET,,,V070319CCN0601FK,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2403863,3,3008799,597.0,31.0,20191017,AEUHAZ1,00669,130,VAN DYKE STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V101719AEUHAZ100669,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,39006527R
2353490,1,1016117,846.0,846.0,20190520,EVCAT5,01944,15,EAST 17 STREET,1P45707,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT501944,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2387976,2,2003015,2489.0,60.0,20190906,ACC1,03605,1225,GERARD AV,2P4598,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC103605,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2414786,3,3153137,6034.0,75.0,20191108,LBLVIO,06276,323,86 STREET,00037556,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO06276,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2406918,1,1007916,509.0,14.0,20191030,AEUHAZ1,00032,280,MULBERRY STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V103019AEUHAZ100032,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35437939M
2434844,3,3048827,1760.0,4.0,20191226,AEUHAZ1,00407,143,TOMPKINS AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V122619AEUHAZ100407,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35410423L
2350107,3,3343260,4271.0,9001.0,20190516,AEUHAZ1,00994,765,LINCOLN AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*051619AEUHAZ100994,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190517.0,ECB DOWNGRADED TO CLASS 2 OR 3,38267065K
2401764,5,5148531,3500.0,114.0,20191001,RWNRF,01317,481R,FR CAPODANNO BOULEVARD,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V100119RWNRF01317,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL,,,
2431776,3,3131621,5508.0,7.0,20191206,C,19-01047,2102,58 STREET,,"APPROVED PLANS 321490828 DETAIL AN OPEN CONCRETE PORCH AT THE REAR,             EXPOSURE (3) PORCH APPROX 8FT LONG & 18FT WIDE NO CHANGES ON FILE, AT           INSPECTION PORCH IS NOW ENCLOSED.",V120619C19-01047,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2335627,4,4312384,5387.0,7501.0,20190403,AEUHAZ1,00578,42-60,157 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V040319AEUHAZ100578,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,38267196K
2423335,4,4000321,46.0,22.0,20191108,LBLVIO,14825,10-53,47TH ROAD,00105452,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO14825,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2341002,4,4000022,20.0,15.0,20190405,EVCAT1,04831,4-20,47 AVENUE,4F8,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT104831,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2380828,3,3330654,1147.0,21.0,20190802,BENCH,01023,768,BERGEN STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V080219BENCH01023,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2365579,3,3396746,1914.0,46.0,20190618,C,CC03BR02,926,BEDFORD AVENUE,,,VP*061819CCC03BR02,VP*-VIOLATION UNSERVED ECB- DISMISSED,C-CONSTRUCTION,20200717.0,ECB ASSOCIATED DOB COULD NOT BE LOCATED AND IT NOT FOR WORK WITHOUT PERMIT.,35431947P
2428062,1,1045974,1471.0,45.0,20191125,C,CC08PR01,400,EAST 77 STREET,,,VP112519CCC08PR01,VP-VIOLATION UNSERVED ECB-ACTIVE,C-CONSTRUCTION,,,35459051R
2414257,3,3080887,3512.0,1.0,20191108,LBLVIO,05747,663,HOWARD AVENUE,00009462,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05747,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2407322,3,3137994,5647.0,37.0,20191030,AEUHAZ1,00436,1180,50 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V103019AEUHAZ100436,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,39006810M
2425476,2,2015136,3237.0,90.0,20191113,AEUHAZ1,00240,2660,KINGSBRIDGE TERRACE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V111319AEUHAZ100240,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35438648R
2421887,4,4457395,9683.0,36.0,20191108,LBLVIO,13377,139-01,89 AVENUE,00064216,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO13377,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2416182,3,3191549,7104.0,270.0,20191108,LBLVIO,07672,311,AVENUE U,00071427,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO07672,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2417041,3,3077324,3378.0,10.0,20191108,LBLVIO,08531,663,KNICKERBOCKER AVENUE,00078732,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08531,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2391323,1,1059310,1952.0,19.0,20190906,ACC1,06952,321,WEST 125 STREET,1P42037,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC106952,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20190923.0,"ACC1   2017 FAILURE TO FILE AOC,PENALTY PAID.",
2341531,3,3259489,8130.0,18.0,20190405,EVCAT1,05360,1250,ROCKAWAY AVENUE,3P12983,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT105360,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20190903.0,CAT 1  VIOL DISMISSED. LATE FEE PAID,
2318192,1,1038651,1334.0,5.0,20190109,AEUHAZ1,00394,304,EAST 42 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V010919AEUHAZ100394,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35344911H
2432245,1,1054334,1756.0,59.0,20191211,AEUHAZ1,00134,20,EAST 132 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V121119AEUHAZ100134,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35442923Y
2338887,4,4080395,3373.0,34.0,20190405,EVCAT1,02716,63-32,FOREST AVENUE,4W10062,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT102716,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2412613,2,2094152,4905.0,1.0,20191108,LBLVIO,04103,1145,EAST 229TH STREET,00044322,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO04103,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2383194,4,4005022,417.0,2.0,20190903,LL2604S,NRF01063,41-43,28 STREET,,"FAILED TO FILE FINAL SPRINKLER REPORT BY JULY 1, 2019",V090319LL2604SNRF01063,V-DOB VIOLATION - ACTIVE,LL2604S-SPRINKLER,,,
2391956,3,3015852,849.0,143.0,20190906,ACC1,07585,5722,7 AVENUE,3W10497,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC107585,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2394595,1,1087537,889.0,1.0,20190906,ACC1,10224,111,EAST 33 STREET,1P30993,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC110224,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20200203.0,DG     PERFORMED AOC ON 10/01/2019,
2339789,4,4620320,96.0,6.0,20190405,EVCAT1,03618,46-16,27 STREET,4W11111,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT103618,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2385436,1,1015274,814.0,52.0,20190906,ACC1,01065,1404,BWAY,1P18565,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC101065,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2431034,5,5042097,2820.0,110.0,20191102,BENCH,01434,181,EDGEWATER STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH01434,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2332544,4,4006849,574.0,27.0,20190323,P,19-00160,25-17,30 AVENUE,,THE DEPARTMENT OF BUILDINGS INTENDS TO REVOKE ALL PLUMBING APPROVAL             AND PERMIT ISSUED UNDER JOB #421635038 DUE TO REVOCATION OF LICENSE             MASTER PLUMBER #2084 STOP ALL PLUMBING WORK IN CONNECTION WITH ABOVE            MENTIONED PERMIT IMMEDIATELY AND OBTAIN NEW MASTER PLUMBER TO                   SUPERSEDED PERMIT,V*032319P19-00160,V*-DOB VIOLATION - DISMISSED,P-PLUMBING,20190503.0,OK TO DISMISS-SWO RESCINDED-PERMIT HAS  BEEN SUPERSEDED NEW APPLICANT #421635038,
2322487,3,3132923,5535.0,49.0,20190123,C,1103RH,2075,63 STREET,,STOP ALL WORK IMMEDIATELY MAKE SITE SAFE ONLY CONTACT BOROUGH COMM. OF          FICE AT 718 802-3685 FOR INFO,V*012319C1103RH,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION,20200207.0,"DISMISSED, BC SWO RESCINDED",
2414372,3,3021808,997.0,40.0,20191108,LBLVIO,05862,248,7 STREET,00020001,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05862,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2388406,2,2026053,3799.0,12.0,20190906,ACC1,04035,2039,BLACKROCK AVE,2P3780,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC104035,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2396236,1,1040086,1361.0,43.0,20190906,ACJ1,00147,414,EAST 50 STREET,1P45416,VIO ISSUED TO PRIV RES ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST,V090619ACJ100147,V-DOB VIOLATION - ACTIVE,ACJ1-(PRIVATE RESIDENCE) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2388719,3,3014856,828.0,1.0,20190906,ACC1,04348,5501,1 AV,3P7303,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC104348,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2340047,4,4822150,15537.0,152.0,20190405,EVCAT1,03876,1622,CENTRAL AVENUE,4W11252,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT103876,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2390327,3,3330672,1192.0,46.0,20190906,ACC1,05956,960,FRANKLIN AVENUE,3F2996,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC105956,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2370081,3,3425456,3131.0,23.0,20190709,AEUHAZ1,00578,802,FLUSHING AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V070919AEUHAZ100578,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35411749X
2430708,4,4003555,290.0,1.0,20191102,BENCH,01108,49-32,31 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH01108,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2377869,3,3081704,3556.0,1.0,20190822,AEUHAZ1,00439,259,HERZL STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*082219AEUHAZ100439,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200131.0,ECB DISMISSED,35423322P
2336702,1,1014302,779.0,63.0,20190405,EVCAT1,00531,236,W 30TH ST,1S1560,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT100531,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2367675,3,3426217,1332.0,1.0,20190626,AEUHAZ1,01316,517,BROOKLYN AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ101316,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35364040J
2390293,3,3326062,3127.0,1.0,20190906,ACC1,05922,785,FLUSHING AVENUE,3P13781,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC105922,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20200226.0,CAT1   FAILED TO FILE 2017 AOC                 PENALTY PAID #62169102,
2372218,1,1004006,309.0,12.0,20190724,AEUHAZ1,00022,325,GRAND STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*072419AEUHAZ100022,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200131.0,ECB DISMISSED,35419129L
2375713,3,3013411,794.0,29.0,20190808,C,19-00644,758,50 STREET,,BOROUGH COMMISSIONER HAS ORDERED ALL WORK BE STOPPED UNDER PERMIT               #320625917 ON 07/18/19. THE SUPERINTENDENT HAS INFORMED THE DEPARTMENT          THE SHE OR HE HAS WITHDRAWN FROM THE PROJECT PURSUANT TO SECTION                28-207.2 OF THE ADMINISTRATIVE CODE OF THE CITY OF NEW YORK.,V*080819C19-00644,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION,20200131.0,"DISMISSED, BC SWO RESCINDED",
2354857,3,3124150,5325.0,5325.0,20190520,EVCAT5,03313,210,CATON AVENUE,3P5421,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT503313,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2333867,3,3147614,5913.0,1.0,20190216,BENCH,00571,901,73 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V021619BENCH00571,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2330093,1,1009728,578.0,67.0,20190318,EARCX,10046,119,VARICK STREET,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 IN 2018,V*031819EARCX10046,V*-DOB VIOLATION - DISMISSED,EARCX-FAILURE TO SUBMIT EER,20200110.0,PD INV#_62156309,
2417013,3,3102931,4700.0,6.0,20191108,LBLVIO,08503,5214,CHURCH AVENUE,00078199,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08503,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2425909,3,3391584,1466.0,108.0,20191113,AEUHAZ1,00673,521,RALPH AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V111319AEUHAZ100673,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35438496R
2350033,3,3167975,6413.0,1.0,20190516,AEUHAZ1,00920,156,BAY 29 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V051619AEUHAZ100920,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35386309K
2385193,1,1014283,779.0,17.0,20190906,ACC1,00822,231,W 29TH ST,1P14461,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100822,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2350128,3,3390441,3536.0,54.0,20190516,AEUHAZ1,01015,85,BLAKE AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V051619AEUHAZ101015,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35352635K
2424354,5,5003130,130.0,11.0,20191108,LBLVIO,15844,450,CASTLETON AVENUE,00046371,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO15844,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2321459,4,4082075,3436.0,71.0,20190114,P,PL0501MJ,17-11,BLEECKER STREET,,THE DOB INTENDS TO REVOKE ALL APPROVALS AND PERMITS UNDER PLUMBING               LAA #440384362 DUE TO SUSPENSION OF MASTER PLUMBERS LICENSE. STOP ALL           PLUMBING WORK UNDER ABOVE MENTIONED PERMIT AND OBTAIN A NEW MASTER              PLUMBER TO SUPERSEDE THE PLUMBING PERMIT,V011419PPL0501MJ,V-DOB VIOLATION - ACTIVE,P-PLUMBING,,,
2382930,1,1013601,760.0,55.0,20190903,LL2604S,NRF00799,320,WEST 37 STREET,,"FAILED TO FILE FINAL SPRINKLER REPORT BY JULY 1, 2019",V090319LL2604SNRF00799,V-DOB VIOLATION - ACTIVE,LL2604S-SPRINKLER,,,
