MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,89.0,11645,2,0,IR1,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,2,1,0,1,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,7,0,1,Attchd,new,2,2,565,4,4,3,0,70,0,0,0,0,1,0,NA,0,8,new,WD,Normal,196500
60,RL,66.0,13682,2,0,IR2,HLS,AllPub,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,10,5,new,new,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,4,3,PConc,6,4,5,1,0,1,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,7,1,5,BuiltIn,new,3,3,641,4,4,3,192,0,37,0,0,0,1,0,NA,0,10,new,New,Partial,438780
20,RL,60.0,7200,2,0,Reg,Bnk,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,old,old,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,4,5,632,1,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,7,0,1,Detchd,old,1,1,352,4,4,3,196,0,0,0,0,0,1,3,NA,0,1,new,WD,Normal,124900
20,RL,63.0,13072,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,RRAe,Norm,1Fam,1Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,5,941,1,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,7,0,1,Detchd,new,1,2,576,4,4,3,0,50,0,0,0,0,1,0,NA,0,5,new,New,Partial,158000
75,RM,60.0,7200,2,0,Reg,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,old,mid,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,4,3,2,1,0,1,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,7,0,1,Detchd,old,1,1,288,4,4,1,0,0,144,0,0,0,1,0,NA,0,3,new,WD,Normal,101000
120,RL,44.0,6442,2,0,IR1,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,3,3,PConc,5,5,3,6,24,1,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,5,Attchd,new,2,2,484,4,4,3,120,49,0,0,0,0,1,0,NA,0,10,new,WD,Normal,202500
70,RM,50.0,10300,2,0,IR1,Bnk,AllPub,Inside,2,OldTown,RRAn,Feedr,1Fam,2Story,7,6,old,old,Gable,CompShg,Stucco,Stucco,None,0.0,2,3,BrkTil,4,4,2,1,0,1,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,7,0,1,Detchd,mid,1,2,480,4,4,3,12,11,64,0,0,0,1,4,NA,0,4,new,WD,Normal,140000
60,RL,0.0,9375,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,2,3,PConc,5,4,2,6,739,1,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,1,Attchd,mid,2,2,645,4,4,3,576,36,0,0,0,0,1,4,NA,0,2,new,WD,Normal,219500
60,RL,76.0,9591,2,0,Reg,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,3,3,PConc,6,4,4,1,0,1,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,7,1,5,BuiltIn,new,2,3,852,4,4,3,192,151,0,0,0,0,1,0,NA,0,10,new,WD,Normal,317000
20,RL,0.0,19900,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,PosA,Norm,1Fam,1Story,7,5,old,mid,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,2,3,CBlock,5,4,5,6,912,1,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,5,Attchd,old,2,2,576,4,4,3,301,0,0,0,0,0,1,0,NA,0,7,new,WD,Normal,180000
20,RL,72.0,10665,2,0,IR1,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,3,3,PConc,5,4,4,6,1013,1,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,1,Attchd,new,2,2,558,4,4,3,144,29,0,0,0,0,1,0,NA,0,6,new,WD,Normal,226000
30,RM,47.0,4608,2,0,Reg,Lvl,AllPub,Corner,2,OldTown,Artery,Norm,1Fam,1Story,4,6,old,old,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,CBlock,4,4,2,1,0,1,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,7,0,1,Attchd,old,1,1,220,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,80000
50,RL,81.0,15593,2,0,Reg,Lvl,AllPub,Corner,2,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,old,old,Gable,CompShg,BrkFace,AsbShng,None,0.0,3,3,CBlock,4,4,2,4,603,1,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,4,Attchd,old,3,2,667,4,4,3,0,21,114,0,0,0,1,0,NA,0,7,new,WD,Normal,225000
20,RL,95.0,13651,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,6,old,old,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,2,4,CBlock,5,4,5,5,1880,1,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,5,Attchd,old,3,2,516,4,4,3,300,0,0,0,0,0,1,0,NA,0,2,new,WD,Normal,244000
20,RL,69.0,7599,2,0,Reg,Lvl,AllPub,Corner,2,Mitchel,Norm,Norm,1Fam,1Story,4,6,mid,new,Gable,CompShg,HdBoard,Plywood,None,0.0,2,3,CBlock,4,4,2,5,565,1,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,7,0,1,Detchd,mid,1,2,360,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Normal,129500
60,RL,74.0,10141,2,0,IR1,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,3,PConc,5,4,2,1,0,1,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,7,1,4,Attchd,mid,3,2,427,4,4,3,0,94,0,0,291,0,1,0,NA,0,12,new,WD,Normal,185000
20,RL,85.0,10200,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,2,3,CBlock,4,4,2,5,320,4,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,1,Attchd,mid,1,2,490,4,4,3,0,0,0,0,0,0,1,2,NA,0,5,new,WD,Normal,144900
50,RM,60.0,5790,2,0,Reg,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2Story,3,6,old,old,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,2,1,0,1,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,7,0,1,Detchd,old,1,1,379,4,4,3,0,0,202,0,0,0,1,0,NA,0,5,new,WD,Normal,107400
180,RM,21.0,1596,2,0,Reg,Lvl,AllPub,Inside,2,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,old,old,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,CBlock,5,4,5,6,462,1,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,7,0,1,BuiltIn,old,1,1,297,4,4,3,120,101,0,0,0,0,1,2,NA,0,11,new,WD,Normal,91000
20,RL,0.0,8475,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,7,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,5,228,1,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,7,0,1,Detchd,old,1,1,283,4,4,3,0,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,135750
50,RM,50.0,8635,2,0,Reg,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,4,336,6,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,1,Detchd,old,1,1,240,4,4,3,0,0,0,0,0,0,1,3,NA,0,1,new,WD,Normal,127000
90,RL,72.0,10778,2,0,Reg,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,Duplex,1Story,4,5,old,old,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4,4,2,1,0,1,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,1,NA,old,0,0,0,1,1,3,0,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,136500
50,RM,60.0,10440,2,1,Reg,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,6,old,mid,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,4,4,2,1,0,1,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,7,0,1,Detchd,old,1,2,440,4,4,3,74,0,128,0,0,0,1,3,NA,0,5,new,WD,Normal,110000
60,RL,100.0,13000,2,0,Reg,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,2Story,6,6,old,old,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,4,CBlock,5,4,2,3,448,1,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,5,Attchd,old,3,1,509,4,4,3,0,72,0,0,252,0,1,0,NA,0,6,new,WD,Normal,193500
120,RM,32.0,4500,2,0,Reg,Lvl,AllPub,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,mid,mid,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,2,4,PConc,6,5,2,6,1201,1,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,1,Attchd,mid,3,2,405,4,4,3,0,199,0,0,0,0,1,0,NA,0,3,new,WD,Normal,153500
20,RL,78.0,10206,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,2,3,PConc,5,4,2,6,33,1,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,5,Attchd,new,2,3,758,4,4,3,144,99,0,0,0,0,1,0,NA,0,10,new,WD,Normal,245000
20,RL,80.0,8892,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,2,3,CBlock,4,4,2,1,0,1,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,1,Detchd,old,1,2,461,4,4,3,74,0,0,0,0,0,1,0,NA,0,7,new,COD,Normal,126500
80,RL,0.0,8530,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,2,3,PConc,5,4,2,1,0,1,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,7,1,4,BuiltIn,mid,3,2,400,4,4,3,120,72,0,0,0,0,1,0,Shed,700,5,new,WD,Normal,168500
60,RL,121.0,16059,2,0,Reg,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,mid,mid,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,3,3,CBlock,5,4,2,1,0,1,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,4,Attchd,mid,1,2,462,4,4,3,127,82,0,0,0,0,1,0,NA,0,4,new,WD,Normal,260000
60,RL,122.0,11911,2,0,IR2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,4,1,0,1,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,7,1,5,BuiltIn,new,3,2,400,4,4,3,100,38,0,0,0,0,1,0,NA,0,3,new,WD,Normal,174000
160,FV,40.0,3951,2,2,Reg,Lvl,AllPub,Corner,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,3,PConc,5,4,4,1,0,1,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,7,0,1,Detchd,new,2,2,528,4,4,3,0,234,0,0,0,0,1,0,NA,0,6,new,New,Partial,164500
50,C (all),105.0,8470,2,0,IR1,Lvl,AllPub,Corner,2,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,old,mid,Hip,CompShg,Plywood,Plywood,None,0.0,1,2,CBlock,4,3,2,1,0,1,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,1,NA,old,0,0,0,1,1,1,0,0,156,0,0,0,1,3,NA,0,10,new,ConLD,Abnorml,85000
20,RL,60.0,8070,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,4,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,6,588,1,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,7,0,1,NA,old,0,0,0,1,1,3,0,0,0,0,0,0,1,0,NA,0,8,new,WD,Normal,123600
20,RL,60.0,7200,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,old,old,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,3,Slab,1,1,1,0,0,0,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,1,Detchd,old,1,2,420,4,4,3,0,29,0,0,0,0,1,0,NA,0,7,new,WD,Normal,109900
20,RL,85.0,8500,2,0,Reg,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,old,old,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,2,3,CBlock,4,4,2,3,600,1,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,1,Attchd,old,1,2,480,4,4,3,0,0,0,0,0,0,1,2,NA,0,12,new,WD,Abnorml,98600
30,RL,80.0,13360,2,1,IR1,HLS,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,old,new,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,BrkTil,5,4,2,5,713,1,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,7,0,1,Detchd,old,1,2,432,4,4,3,0,0,44,0,0,0,1,0,NA,0,8,new,WD,Normal,163500
190,C (all),60.0,7200,2,0,Reg,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,old,mid,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,4,3,3,3,1046,1,0,168,1214,GasW,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,7,1,5,Detchd,old,1,2,506,4,4,3,0,0,0,0,99,0,1,0,NA,0,11,new,WD,Normal,133900
60,RL,69.0,9337,2,0,IR1,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,5,4,2,6,648,1,0,176,824,GasA,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,7,0,1,Attchd,mid,2,2,684,4,4,3,0,162,0,0,0,0,1,0,NA,0,5,new,WD,Normal,204750
60,RL,0.0,9765,2,0,IR2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,8,mid,mid,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,4,PConc,5,5,2,5,310,1,0,370,680,GasA,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,7,1,4,BuiltIn,mid,3,2,420,4,4,3,232,63,0,0,0,0,1,0,Shed,480,4,new,WD,Normal,185000
20,RL,78.0,10264,2,0,IR1,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,mid,mid,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,3,3,PConc,5,4,4,5,1162,1,0,426,1588,GasA,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,1,Attchd,mid,2,2,472,4,4,3,158,29,0,0,0,0,1,0,NA,0,8,new,WD,Normal,214000
20,RL,73.0,10921,2,0,Reg,HLS,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,old,old,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,2,3,CBlock,4,4,2,3,520,1,0,440,960,GasA,3,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,7,0,1,Attchd,old,3,1,432,4,4,2,120,0,0,0,0,0,1,0,NA,0,5,new,WD,Normal,94750
30,RL,85.0,10625,2,0,Reg,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,4,2,5,108,1,0,350,458,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,7,0,1,Basment,old,1,1,366,3,4,3,0,0,77,0,0,0,1,0,Shed,400,5,new,COD,Abnorml,83000
20,RL,77.0,9320,2,0,IR1,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,old,old,Gable,CompShg,Plywood,Plywood,None,0.0,2,3,CBlock,4,4,2,5,569,1,0,381,950,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,7,0,1,NA,old,0,0,0,1,1,3,352,0,0,0,0,0,1,0,Shed,400,1,new,WD,Normal,128950
20,RL,0.0,10603,2,0,IR1,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,7,old,new,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,2,3,PConc,4,4,3,5,1200,1,0,410,1610,GasA,4,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,7,2,4,Attchd,old,2,2,480,4,4,3,168,68,0,0,0,0,1,0,NA,0,2,new,WD,Normal,205000
60,RL,77.0,9206,2,0,Reg,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,3,CBlock,5,4,2,1,0,1,0,741,741,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,7,1,4,Attchd,mid,3,2,476,4,4,3,192,46,0,0,0,0,1,0,NA,0,6,new,WD,Normal,178000
90,RL,64.0,7018,2,0,Reg,Bnk,AllPub,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,mid,mid,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,1,1,1,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,1,Attchd,mid,1,2,410,4,4,3,0,0,0,0,0,0,1,0,NA,0,6,new,WD,Alloca,118964
20,RL,94.0,10402,2,0,IR1,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,1,0,1,0,1226,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,7,0,1,Attchd,new,2,3,740,4,4,3,0,36,0,0,0,0,1,0,NA,0,5,new,WD,Normal,198900
50,RM,0.0,7758,2,0,Reg,Lvl,AllPub,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,old,old,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,2,2,PConc,4,4,2,2,224,1,0,816,1040,GasA,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,7,2,4,Detchd,old,1,1,240,4,4,3,0,0,0,0,184,0,1,0,NA,0,6,new,WD,Normal,169500
60,FV,75.0,9375,2,0,Reg,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,new,new,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,3,3,PConc,6,4,2,1,0,1,0,1053,1053,GasA,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,7,1,5,Attchd,new,2,2,648,4,4,3,140,45,0,0,0,0,1,0,NA,0,8,new,WD,Normal,250000
30,RM,60.0,10800,2,1,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,4,7,old,mid,Mansard,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,4,2,1,0,1,0,641,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,7,0,1,Detchd,old,1,1,273,3,3,1,0,0,0,0,0,0,1,0,Shed,450,8,new,WD,Normal,100000
20,RM,50.0,6000,2,0,Reg,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,5,old,old,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,4,4,2,5,104,4,169,516,789,GasA,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,7,0,1,Detchd,old,1,1,250,4,4,3,0,0,0,0,0,0,1,0,NA,0,4,new,WD,Partial,115000
50,RM,85.0,8500,2,0,Reg,Lvl,AllPub,Corner,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,old,new,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,3,CBlock,4,4,2,1,0,1,0,793,793,GasW,3,N,FuseF,997,520,0,1517,0,0,2,0,3,1,2,7,7,0,1,NA,old,0,0,0,1,1,1,0,0,144,0,0,0,1,0,NA,0,8,new,WD,Normal,115000
20,RL,105.0,11751,2,0,IR1,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,old,old,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,2,3,CBlock,5,4,2,4,705,1,0,1139,1844,GasA,5,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,3,7,7,1,4,Attchd,old,2,2,546,4,4,3,0,122,0,0,0,0,1,3,NA,0,1,new,COD,Normal,190000
50,RL,75.0,9525,2,0,Reg,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,old,old,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,2,3,444,1,0,550,994,GasA,4,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,7,0,1,Attchd,old,1,1,325,4,4,3,182,0,0,0,0,0,1,0,NA,0,10,new,WD,Normal,136900
80,RL,0.0,7750,2,0,IR1,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,SLvl,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,5,4,2,6,250,1,0,134,384,GasA,5,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,7,7,1,4,BuiltIn,new,3,2,400,4,4,3,180,0,0,0,0,0,1,0,NA,0,4,new,WD,Normal,180000
60,RL,77.0,9965,2,0,Reg,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,new,new,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,3,3,PConc,6,4,4,6,984,1,0,280,1264,GasA,5,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,5,10,7,1,5,BuiltIn,new,3,3,792,4,4,3,120,184,0,0,168,0,1,0,NA,0,10,new,New,Partial,383970
20,RL,0.0,21000,2,0,Reg,Bnk,AllPub,Corner,2,Crawfor,Norm,Norm,1Fam,1Story,6,5,old,old,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,2,4,CBlock,5,4,3,5,35,3,869,905,1809,GasA,3,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,4,7,7,2,5,Basment,old,1,2,450,4,4,3,166,120,192,0,0,0,1,3,NA,0,10,new,COD,Abnorml,217000
70,RL,61.0,7259,2,0,IR1,Lvl,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,old,new,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,4,2,5,774,2,150,104,1028,GasA,5,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,4,9,7,1,4,Detchd,old,1,1,180,4,4,3,224,0,0,0,0,0,1,3,NA,0,7,new,WD,Normal,259500
160,FV,34.0,3230,2,2,Reg,Lvl,AllPub,Corner,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,mid,mid,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,2,3,PConc,5,4,2,6,419,1,0,310,729,GasA,4,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,3,5,7,1,3,Detchd,mid,1,2,440,4,4,3,0,32,0,0,0,0,1,0,NA,0,6,new,WD,Normal,176000
