,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
794,Travel_Frequently,618,3,1,1,1103,1,Male,45,3,2,4,7756,22266,0,No,17,3,3,80,0,7,1,2,6,2,0,4
795,Travel_Rarely,309,10,4,1,1105,4,Female,88,2,2,4,6694,24223,2,Yes,14,3,3,80,3,8,5,3,1,0,0,0
796,Travel_Rarely,1219,4,1,1,1106,4,Male,32,3,1,4,3691,4605,1,Yes,15,3,2,80,1,7,3,4,7,7,5,6
797,Travel_Rarely,1330,21,3,1,1107,1,Male,37,3,1,3,2377,19373,1,No,20,4,3,80,1,1,0,2,1,1,0,0
798,Travel_Rarely,1017,25,3,1,1108,1,Male,55,2,1,2,2313,2993,4,Yes,20,4,2,80,0,5,0,3,2,2,2,2
799,Travel_Rarely,469,2,2,1,1109,4,Male,35,3,4,1,17665,14399,0,No,17,3,4,80,1,23,3,3,22,6,13,7
800,Travel_Frequently,1009,1,3,1,1111,1,Male,45,2,1,2,2596,7160,1,No,15,3,1,80,2,1,2,3,1,0,0,0
801,Travel_Frequently,959,1,4,1,1113,4,Male,81,3,2,3,4728,17251,3,Yes,14,3,4,80,0,5,4,3,0,0,0,0
802,Travel_Frequently,970,7,3,1,1114,4,Female,30,3,2,2,4302,13401,0,No,17,3,3,80,1,4,3,3,3,2,0,2
803,Non-Travel,697,3,4,1,1115,3,Male,40,2,1,4,2979,22478,3,No,17,3,4,80,3,6,2,3,0,0,0,0
804,Non-Travel,1262,1,4,1,1116,1,Male,35,4,4,4,16885,16154,2,No,22,4,3,80,0,27,3,2,5,4,2,1
805,Non-Travel,1050,9,4,1,1117,2,Female,65,2,2,3,5593,17970,1,No,13,3,4,80,1,15,2,3,15,10,4,12
806,Travel_Rarely,994,7,4,1,1118,2,Male,87,3,3,2,10445,15322,7,No,19,3,4,80,0,18,4,3,8,6,4,0
807,Travel_Rarely,770,10,4,1,1119,3,Male,73,2,3,3,8740,5569,0,Yes,14,3,2,80,2,9,2,3,8,7,2,7
808,Travel_Rarely,1107,28,4,1,1120,3,Female,93,3,1,4,2514,26968,4,No,22,4,1,80,1,11,1,3,7,5,1,7
809,Travel_Rarely,950,3,3,1,1121,4,Female,93,3,3,2,7655,8039,0,No,17,3,2,80,3,10,3,2,9,7,1,7
810,Travel_Rarely,406,3,1,1,1124,1,Male,52,3,4,3,17465,15596,3,No,12,3,4,80,1,23,3,3,12,9,4,9
811,Travel_Rarely,130,2,2,1,1125,4,Male,32,3,3,2,7351,20619,7,No,16,3,3,80,0,10,2,3,1,0,0,0
812,Travel_Frequently,1082,27,3,1,1126,3,Female,83,3,3,1,10820,11535,8,No,11,3,3,80,1,18,1,3,8,7,0,1
813,Travel_Frequently,203,2,3,1,1127,1,Male,84,3,4,4,12169,13547,7,No,11,3,4,80,3,21,4,3,18,7,11,5
814,Travel_Rarely,1308,14,3,1,1128,3,Male,44,2,5,3,19626,17544,1,No,14,3,1,80,0,21,2,4,20,7,4,9
815,Travel_Rarely,984,1,1,1,1131,4,Female,70,2,1,2,2070,25326,1,Yes,11,3,3,80,0,2,6,4,2,2,2,2
816,Non-Travel,439,9,3,1,1132,3,Male,70,3,2,2,6782,8770,9,No,15,3,3,80,0,9,2,2,5,4,0,3
817,Non-Travel,217,18,4,1,1133,1,Male,78,3,2,4,7779,23238,2,No,20,4,1,80,0,18,0,3,11,9,0,9
818,Travel_Frequently,793,20,3,1,1135,3,Male,67,4,1,4,2791,21981,0,No,12,3,1,80,1,3,4,3,2,2,2,2
819,Travel_Rarely,1451,2,1,1,1136,1,Male,67,2,1,2,3201,19911,0,No,17,3,1,80,0,6,2,1,5,3,0,4
820,Travel_Frequently,1182,11,2,1,1137,4,Male,54,3,2,4,4968,18500,1,No,11,3,4,80,1,5,3,3,5,2,0,2
821,Travel_Rarely,174,8,4,1,1138,4,Male,56,2,4,2,13120,11879,6,No,17,3,2,80,1,22,3,3,9,8,2,3
822,Travel_Frequently,1003,2,2,1,1140,4,Male,95,3,2,3,4033,15834,2,No,11,3,4,80,0,5,3,2,3,2,0,2
823,Travel_Frequently,490,10,3,1,1143,4,Female,61,3,1,2,3291,17940,0,No,14,3,4,80,2,8,2,2,7,5,1,1
824,Travel_Rarely,188,29,3,1,1148,2,Male,56,1,2,4,4272,9558,4,No,19,3,1,80,0,16,3,3,1,0,0,0
825,Travel_Rarely,718,8,1,1,1150,2,Male,79,2,2,4,5056,17689,1,Yes,15,3,3,80,1,10,2,2,10,7,1,2
826,Travel_Rarely,433,1,3,1,1152,3,Male,37,4,1,3,2844,6004,1,No,13,3,4,80,1,7,2,4,7,6,5,0
827,Travel_Frequently,773,6,3,1,1154,3,Male,39,2,1,3,2703,22088,1,Yes,14,3,4,80,1,3,2,3,3,1,0,2
828,Non-Travel,247,8,1,1,1156,3,Male,80,3,1,3,1904,13556,1,No,12,3,4,80,0,0,0,3,0,0,0,0
829,Travel_Rarely,603,9,4,1,1157,1,Female,77,3,2,1,8224,18385,0,Yes,17,3,1,80,0,6,3,3,5,2,0,3
830,Travel_Rarely,167,12,4,1,1158,2,Male,46,3,1,4,4766,9051,3,Yes,11,3,1,80,1,6,4,3,1,0,0,0
831,Travel_Frequently,874,15,3,1,1160,3,Male,72,3,1,3,2610,6233,1,No,12,3,3,80,1,2,5,2,2,2,2,2
832,Travel_Rarely,367,25,2,1,1161,3,Female,52,2,2,4,5731,17171,7,No,13,3,3,80,2,9,2,3,6,2,1,3
833,Travel_Rarely,199,6,3,1,1162,4,Male,55,2,1,3,2539,7950,1,No,13,3,3,80,1,4,0,3,4,2,2,2
834,Travel_Rarely,1400,9,1,1,1163,2,Female,70,3,2,3,5714,5829,1,No,20,4,1,80,0,6,3,2,6,5,1,3
835,Travel_Rarely,528,8,4,1,1164,3,Male,100,3,1,3,4323,7108,1,No,17,3,2,80,0,6,2,1,5,4,1,4
836,Travel_Rarely,408,23,1,1,1165,4,Female,45,2,3,1,7336,11162,1,No,13,3,1,80,1,11,3,1,11,8,3,10
837,Travel_Frequently,593,9,4,1,1166,2,Female,88,3,3,3,13499,13782,9,No,17,3,3,80,0,20,3,2,18,7,2,13
838,Travel_Frequently,481,12,3,1,1167,3,Male,44,3,4,1,13758,2447,0,Yes,12,3,2,80,0,22,2,2,21,9,13,14
839,Travel_Rarely,647,4,4,1,1171,2,Male,45,3,2,1,5155,2253,7,No,13,3,4,80,0,9,3,4,6,4,1,5
840,Travel_Rarely,982,1,4,1,1172,4,Male,58,2,1,3,2258,16340,6,No,12,3,2,80,1,10,2,3,8,0,1,7
841,Travel_Rarely,477,24,3,1,1173,4,Male,49,3,1,2,3597,6409,8,No,22,4,4,80,0,6,2,3,4,3,1,2
842,Travel_Rarely,1485,12,1,1,1175,3,Female,79,3,1,4,2515,22955,1,Yes,11,3,4,80,0,1,4,2,1,1,0,0
843,Travel_Rarely,1384,3,4,1,1177,1,Male,82,4,1,4,4420,13421,1,No,22,4,2,80,1,8,2,3,8,7,0,7
844,Travel_Rarely,852,10,3,1,1179,3,Male,72,2,2,3,6578,2706,1,No,18,3,1,80,1,10,3,3,10,3,1,4
845,Travel_Frequently,902,26,2,1,1180,3,Female,92,2,2,4,4422,21203,3,Yes,13,3,4,80,1,16,3,1,1,1,0,0
846,Travel_Rarely,819,2,3,1,1182,3,Male,44,2,3,2,10274,19588,2,No,18,3,2,80,1,15,2,4,7,7,6,4
847,Travel_Frequently,669,1,3,1,1184,4,Male,97,2,2,1,5343,25755,0,No,20,4,3,80,0,14,3,3,13,9,4,9
848,Travel_Frequently,636,4,4,1,1185,4,Male,47,2,1,4,2376,26537,1,No,13,3,2,80,1,2,2,4,2,2,2,2
849,Travel_Rarely,1372,9,3,1,1188,1,Female,85,1,2,3,5346,9489,8,No,13,3,2,80,0,7,2,2,4,3,1,3
850,Non-Travel,862,2,1,1,1190,3,Female,76,3,1,1,2827,14947,1,No,12,3,3,80,3,1,3,3,1,0,0,0
851,Travel_Rarely,718,4,4,1,1191,4,Female,92,3,5,1,19943,18575,4,No,13,3,4,80,1,28,2,3,5,2,4,2
852,Travel_Rarely,1401,6,1,1,1192,2,Female,54,3,1,4,3131,26342,1,No,13,3,1,80,1,10,5,3,10,8,0,8
853,Travel_Rarely,645,9,2,1,1193,3,Male,54,3,1,1,2552,7172,1,No,25,4,3,80,0,1,4,3,1,1,0,0
854,Travel_Rarely,1457,7,3,1,1195,1,Female,83,3,1,3,4477,20100,4,Yes,19,3,3,80,1,7,2,2,3,2,0,2
855,Travel_Rarely,977,1,3,1,1196,4,Female,56,2,2,4,6474,9961,1,No,13,3,2,80,1,14,2,2,14,8,3,11
856,Travel_Rarely,805,3,3,1,1198,1,Male,87,2,1,3,3033,12828,1,No,12,3,1,80,0,2,2,2,2,2,1,2
857,Travel_Rarely,1097,10,4,1,1200,3,Male,96,3,1,3,2936,10826,1,Yes,11,3,3,80,0,6,4,3,6,4,0,2
858,Travel_Rarely,1223,7,2,1,1201,4,Female,50,3,5,3,18606,18640,3,No,18,3,2,80,1,26,6,3,7,7,4,7
859,Travel_Rarely,942,15,1,1,1202,2,Female,69,1,1,4,2168,26933,0,Yes,18,3,1,80,1,6,2,2,5,4,1,3
860,Travel_Frequently,1256,3,4,1,1203,3,Male,48,2,1,4,2853,4223,0,Yes,11,3,2,80,1,1,5,3,0,0,0,0
861,Travel_Rarely,1402,2,3,1,1204,3,Female,69,3,4,1,17048,24097,8,No,23,4,1,80,0,28,2,3,26,15,15,9
862,Non-Travel,111,17,3,1,1206,4,Male,74,1,1,3,2290,4279,2,No,13,3,4,80,0,6,3,3,0,0,0,0
863,Travel_Rarely,147,2,3,1,1207,2,Male,99,3,1,3,3600,8429,1,No,13,3,4,80,1,5,2,3,5,4,1,4
864,Non-Travel,906,5,2,1,1210,1,Male,95,2,1,1,2107,20293,6,No,17,3,1,80,1,5,2,1,1,0,0,0
865,Travel_Rarely,1329,29,4,1,1211,3,Male,61,3,2,1,4115,13192,8,No,19,3,3,80,3,8,3,3,4,3,0,3
866,Travel_Frequently,1184,2,4,1,1212,2,Male,62,3,2,2,4327,25440,5,No,12,3,4,80,3,5,2,3,0,0,0,0
867,Travel_Frequently,1421,2,3,1,1215,4,Female,30,3,4,1,17856,9490,2,No,22,4,3,80,1,32,3,3,2,2,2,2
868,Travel_Rarely,1179,19,4,1,1216,4,Male,78,2,1,1,3196,12449,1,No,12,3,3,80,3,6,2,3,6,5,3,3
869,Travel_Rarely,1450,15,2,1,1217,4,Male,52,3,5,2,19081,10849,5,No,11,3,1,80,1,25,2,3,4,2,0,3
870,Travel_Rarely,1361,17,4,1,1218,3,Male,94,3,2,1,8966,21026,3,Yes,15,3,4,80,3,15,2,3,7,7,1,7
871,Travel_Rarely,984,17,2,1,1219,4,Female,97,3,1,2,2210,3372,1,No,13,3,1,80,1,1,3,1,1,0,0,0
872,Travel_Frequently,1146,25,3,1,1220,2,Female,82,3,2,3,4539,4905,1,No,12,3,1,80,1,10,3,2,10,7,0,1
873,Travel_Rarely,917,6,4,1,1221,3,Male,60,1,1,3,2741,6865,1,No,14,3,3,80,1,7,4,3,7,7,1,7
874,Travel_Rarely,853,7,4,1,1224,3,Male,49,3,2,3,3491,11309,1,No,13,3,1,80,3,10,4,2,10,7,8,9
875,Travel_Rarely,200,29,4,1,1225,4,Male,32,3,2,4,4541,7744,1,No,25,4,2,80,0,20,3,3,20,11,13,17
876,Travel_Rarely,654,21,3,1,1226,3,Male,43,4,1,4,2678,5050,1,No,17,3,4,80,0,2,2,3,2,1,2,2
877,Travel_Rarely,150,2,4,1,1228,4,Male,60,3,2,4,7379,17433,2,No,11,3,3,80,1,12,3,2,6,3,1,4
878,Non-Travel,179,2,5,1,1231,4,Male,79,4,2,1,6272,12858,7,No,16,3,1,80,1,10,3,4,4,3,0,3
879,Travel_Rarely,696,7,4,1,1233,2,Male,52,4,2,4,5220,10893,0,Yes,18,3,2,80,1,12,3,3,11,7,1,9
880,Travel_Frequently,116,13,3,1,1234,3,Female,77,2,1,2,2743,7331,1,No,20,4,3,80,1,2,2,3,2,2,2,2
881,Travel_Frequently,1316,2,2,1,1235,4,Female,38,3,2,3,4998,2338,4,Yes,14,3,4,80,0,10,2,3,8,7,0,7
882,Travel_Rarely,363,1,3,1,1237,3,Female,77,1,3,1,10252,4235,2,Yes,21,4,3,80,1,17,2,3,7,7,7,7
883,Travel_Rarely,117,9,3,1,1238,1,Male,60,3,1,4,2781,6311,0,No,13,3,2,80,1,15,5,3,14,10,4,10
884,Travel_Rarely,107,10,3,1,1239,2,Female,84,2,2,2,6852,11591,7,No,12,3,2,80,1,7,2,4,5,1,1,3
885,Travel_Rarely,1356,10,4,1,1240,3,Male,57,3,2,4,4950,20623,0,No,14,3,2,80,0,5,4,3,4,3,1,1
886,Travel_Rarely,1465,1,3,1,1241,4,Male,63,3,1,2,3579,9369,0,Yes,21,4,1,80,1,12,2,3,11,9,5,7
887,Travel_Frequently,458,26,5,1,1242,1,Female,60,3,3,1,13191,23281,3,Yes,17,3,3,80,0,20,6,3,1,0,0,0
888,Non-Travel,1212,8,2,1,1243,3,Female,78,2,3,4,10377,13755,4,Yes,11,3,2,80,1,16,6,2,13,2,4,12
889,Travel_Rarely,1103,14,3,1,1244,1,Male,42,3,1,1,2235,14377,1,Yes,14,3,4,80,2,9,3,2,9,7,6,8
890,Travel_Frequently,966,1,4,1,1245,4,Female,53,3,3,3,10502,9659,7,No,17,3,1,80,1,33,2,1,5,4,1,4
891,Travel_Rarely,1117,2,1,1,1246,1,Female,72,4,1,4,2011,19982,1,No,13,3,4,80,1,10,5,3,10,5,7,7
892,Non-Travel,504,10,3,1,1248,1,Female,96,2,1,2,1859,6148,1,Yes,25,4,2,80,0,1,2,4,1,1,0,0
893,Travel_Rarely,1010,1,3,1,1249,1,Female,97,3,1,4,3760,5598,1,No,15,3,1,80,3,3,5,3,3,2,1,2
894,Travel_Rarely,685,3,3,1,1250,4,Male,85,3,4,4,17779,23474,3,No,14,3,1,80,0,36,2,3,10,9,0,9
895,Travel_Rarely,1332,11,2,1,1251,3,Male,80,3,2,1,6833,17089,1,Yes,12,3,4,80,0,6,2,2,6,5,0,1
896,Travel_Rarely,1062,24,3,1,1252,3,Female,96,2,2,1,6812,17198,1,No,19,3,2,80,0,10,2,3,10,9,1,8
897,Travel_Rarely,326,3,3,1,1254,3,Female,48,2,2,4,5171,16490,5,No,17,3,4,80,0,13,2,3,6,1,0,5
898,Travel_Rarely,920,3,3,1,1255,3,Male,96,1,5,4,19740,18625,3,No,14,3,2,80,1,25,2,3,8,7,0,7
899,Travel_Rarely,1098,4,2,1,1256,1,Male,85,2,5,3,18711,12124,2,No,13,3,3,80,1,23,2,4,1,0,0,0
900,Travel_Frequently,469,3,3,1,1257,3,Male,46,3,1,2,3692,9256,1,No,12,3,3,80,0,12,2,2,11,10,0,7
901,Travel_Rarely,969,2,2,1,1258,4,Male,76,4,1,2,2559,16620,5,No,11,3,3,80,0,7,4,2,1,0,0,0
902,Travel_Rarely,1167,4,2,1,1259,1,Male,76,3,1,3,2517,3208,1,No,11,3,2,80,3,5,2,3,5,3,0,3
903,Travel_Rarely,1329,7,3,1,1260,3,Male,82,3,2,4,6623,4204,1,Yes,11,3,2,80,2,6,2,3,6,0,1,0
904,Travel_Rarely,715,1,3,1,1263,4,Male,76,2,5,4,18265,8733,6,No,12,3,3,80,0,25,3,4,1,0,0,0
905,Travel_Rarely,694,1,3,1,1264,4,Female,87,2,4,4,16124,3423,3,No,14,3,2,80,2,9,2,2,7,7,1,7
906,Travel_Rarely,1320,20,3,1,1265,3,Female,89,4,1,3,2585,21643,0,No,17,3,4,80,0,2,5,2,1,0,0,0
907,Travel_Rarely,1099,5,3,1,1267,2,Male,88,3,5,2,18213,8751,7,No,11,3,3,80,1,26,5,3,22,9,3,10
908,Travel_Rarely,536,10,5,1,1268,4,Male,82,4,3,3,8380,21708,0,Yes,14,3,4,80,2,10,3,3,9,8,0,8
909,Travel_Rarely,265,25,3,1,1269,2,Female,57,4,1,4,2994,21221,1,Yes,12,3,4,80,0,1,2,3,1,0,0,1
910,Travel_Rarely,373,1,2,1,1270,4,Male,47,3,1,3,1223,16901,1,No,22,4,4,80,1,1,2,3,1,0,0,1
911,Travel_Frequently,599,24,1,1,1273,3,Male,73,1,1,4,1118,8040,1,Yes,14,3,4,80,0,1,4,3,1,0,1,0
912,Travel_Rarely,583,4,2,1,1275,3,Male,53,3,1,4,2875,9973,1,Yes,20,4,2,80,0,8,2,2,8,5,2,2
913,Travel_Rarely,1449,2,3,1,1277,1,Female,94,1,5,2,18824,2493,2,Yes,16,3,1,80,0,26,2,3,24,10,1,11
914,Non-Travel,177,8,1,1,1278,4,Male,37,2,4,2,13577,25592,1,Yes,15,3,4,80,1,34,3,3,33,9,15,0
915,Travel_Frequently,251,10,2,1,1279,1,Female,45,2,1,3,2625,25308,1,No,20,4,3,80,0,2,2,1,2,2,2,2
916,Travel_Rarely,168,4,2,1,1280,4,Female,33,2,5,2,18789,9946,2,No,14,3,3,80,1,26,2,3,11,4,0,8
917,Travel_Rarely,131,2,3,1,1281,3,Female,86,3,2,1,4538,6039,0,Yes,12,3,4,80,0,4,3,3,3,2,0,2
918,Travel_Frequently,237,9,3,1,1282,4,Male,83,3,5,2,19847,19196,4,Yes,24,4,1,80,1,31,5,2,29,10,11,10
919,Travel_Rarely,1429,18,4,1,1283,4,Male,67,3,3,4,10512,20002,6,No,12,3,4,80,0,25,6,2,9,7,5,4
920,Travel_Frequently,135,19,3,1,1285,3,Female,46,3,2,2,4444,22534,4,No,13,3,3,80,2,15,2,4,11,8,5,10
921,Travel_Frequently,791,1,4,1,1286,4,Male,44,3,1,3,2154,6842,0,Yes,11,3,3,80,0,5,2,2,4,2,0,2
922,Travel_Rarely,1199,4,2,1,1288,3,Male,92,4,5,1,19190,17477,1,No,14,3,4,80,2,26,4,2,25,9,14,13
923,Travel_Frequently,648,11,3,1,1289,3,Male,56,2,2,2,4490,21833,4,No,11,3,4,80,2,14,5,4,10,9,1,8
924,Travel_Rarely,735,6,1,1,1291,3,Male,66,3,1,3,3506,6020,0,Yes,14,3,4,80,0,4,3,3,3,2,2,2
925,Travel_Rarely,603,7,4,1,1292,2,Female,78,4,2,2,2372,5628,6,Yes,16,3,4,80,0,18,2,3,1,0,0,0
926,Travel_Rarely,531,4,4,1,1293,4,Female,56,2,3,4,10231,20364,3,No,14,3,4,80,0,23,3,4,21,7,15,17
927,Travel_Rarely,429,2,4,1,1294,3,Female,53,3,2,2,5410,2323,9,Yes,11,3,4,80,0,18,2,3,16,14,5,12
928,Travel_Rarely,621,15,3,1,1295,1,Female,73,3,3,4,7978,14075,1,No,11,3,4,80,1,10,2,3,10,7,0,5
929,Travel_Frequently,193,2,3,1,1296,4,Male,52,2,1,4,3867,14222,1,Yes,12,3,2,80,1,2,2,3,2,2,2,2
930,Travel_Frequently,968,6,2,1,1297,2,Female,40,2,1,3,2838,4257,0,No,14,3,2,80,0,8,6,2,7,0,7,7
931,Non-Travel,879,9,2,1,1298,3,Female,72,3,2,3,4695,12858,7,Yes,18,3,3,80,0,10,3,3,8,4,1,7
932,Travel_Rarely,806,7,3,1,1299,2,Female,39,3,1,3,3339,17285,3,Yes,13,3,1,80,2,10,2,3,7,7,7,7
933,Travel_Rarely,640,1,3,1,1301,4,Male,84,3,1,1,2080,4732,2,No,11,3,2,80,0,5,2,2,3,2,1,2
934,Travel_Rarely,266,1,3,1,1303,4,Female,40,3,1,2,2096,18830,1,No,18,3,4,80,0,2,3,2,2,2,2,1
935,Travel_Rarely,604,8,3,1,1304,3,Male,56,4,2,4,6209,11693,1,No,15,3,3,80,2,10,4,4,10,7,0,8
936,Travel_Frequently,364,25,3,1,1306,2,Female,83,3,5,2,18061,13035,3,No,22,4,3,80,0,22,4,3,0,0,0,0
937,Travel_Rarely,412,13,4,1,1307,3,Female,94,2,4,2,17123,17334,6,Yes,13,3,4,80,2,21,4,3,19,9,15,2
938,Travel_Rarely,848,23,4,1,1308,1,Male,88,3,1,3,2372,26076,1,No,12,3,4,80,2,2,3,3,2,2,2,2
939,Travel_Rarely,1089,7,2,1,1309,4,Male,79,3,2,3,4883,22845,1,No,18,3,1,80,1,10,3,3,10,4,1,1
940,Travel_Rarely,360,23,3,1,1310,3,Male,93,3,1,1,3904,22154,0,No,13,3,1,80,0,6,2,3,5,2,0,3
941,Travel_Rarely,1138,6,3,1,1311,1,Female,48,2,2,4,4627,23631,0,No,12,3,1,80,1,10,6,3,9,2,6,7
942,Travel_Rarely,325,10,4,1,1312,4,Female,63,3,3,3,7094,5747,3,No,12,3,1,80,0,10,0,3,7,7,1,7
943,Travel_Rarely,991,1,2,1,1314,4,Female,44,3,1,1,3423,22957,6,No,12,3,3,80,0,10,3,4,7,6,5,7
944,Non-Travel,1476,1,3,1,1315,3,Female,55,1,2,4,6674,16392,0,No,11,3,1,80,3,10,6,3,9,8,7,5
945,Travel_Rarely,1322,28,3,1,1317,4,Female,43,3,4,1,16880,22422,4,Yes,11,3,2,80,0,25,2,3,3,2,1,2
946,Travel_Rarely,299,25,4,1,1318,4,Male,57,2,3,2,9094,17235,2,Yes,12,3,3,80,0,9,2,3,5,4,1,0
947,Travel_Rarely,1030,5,3,1,1319,2,Male,64,3,3,2,8446,21534,9,Yes,19,3,3,80,0,10,2,2,8,7,7,7
948,Travel_Rarely,634,17,4,1,1321,2,Female,95,3,3,1,11916,25927,1,Yes,23,4,4,80,2,9,2,3,9,1,0,8
949,Travel_Rarely,524,18,2,1,1322,1,Male,32,3,2,3,4534,13352,0,No,11,3,1,80,0,9,6,3,8,7,1,7
950,Non-Travel,587,2,4,1,1324,4,Female,57,3,3,3,9852,8935,1,Yes,19,3,1,80,1,10,5,2,10,8,9,6
951,Non-Travel,256,10,2,1,1329,3,Male,40,1,2,2,6151,22074,1,No,13,3,1,80,0,19,4,3,19,2,11,9
952,Travel_Frequently,1060,1,3,1,1331,4,Female,54,3,1,2,2302,8319,1,Yes,11,3,1,80,0,3,2,4,3,2,2,2
953,Travel_Rarely,935,3,3,1,1333,1,Male,89,3,1,1,2362,14669,4,No,12,3,3,80,0,10,4,4,3,2,1,2
954,Non-Travel,495,2,1,1,1334,3,Male,37,3,4,3,17861,26582,0,Yes,13,3,4,80,0,21,3,2,20,8,2,10
955,Travel_Rarely,282,2,2,1,1336,4,Female,58,1,5,3,19187,6992,4,No,14,3,4,80,1,23,5,3,19,9,9,11
956,Travel_Rarely,206,8,4,1,1338,4,Male,99,3,5,2,19717,4022,6,No,14,3,1,80,0,36,4,3,7,3,7,7
957,Non-Travel,458,16,2,1,1340,3,Male,74,3,1,3,3544,8532,9,No,16,3,2,80,1,6,0,3,4,2,0,0
958,Travel_Rarely,943,9,3,1,1344,4,Male,86,3,3,4,8500,5494,0,No,11,3,4,80,1,10,0,2,9,7,1,6
959,Travel_Rarely,523,2,3,1,1346,3,Male,98,3,2,4,4661,22455,1,No,13,3,3,80,0,9,4,3,9,8,8,8
960,Travel_Frequently,1018,1,3,1,1349,3,Female,66,3,2,1,4103,4297,0,No,17,3,4,80,1,10,2,3,9,3,1,7
961,Travel_Frequently,482,4,4,1,1350,3,Male,87,3,2,3,4249,2690,1,Yes,11,3,2,80,0,9,3,3,9,6,1,1
962,Travel_Rarely,770,5,3,1,1352,3,Male,84,3,4,2,14026,17588,1,Yes,11,3,2,80,1,33,2,3,33,9,0,10
963,Travel_Rarely,1009,2,2,1,1355,2,Female,31,3,2,1,6893,19461,3,No,15,3,4,80,1,11,3,3,7,7,1,7
964,Travel_Rarely,507,15,2,1,1356,3,Female,66,3,2,1,6125,23553,1,No,12,3,4,80,0,10,6,4,10,8,9,6
965,Travel_Rarely,882,19,1,1,1358,4,Male,67,3,1,4,3669,9075,3,No,11,3,3,80,3,7,6,2,3,2,1,2
966,Travel_Rarely,601,7,4,1,1360,3,Female,53,2,3,1,10008,12023,7,Yes,14,3,4,80,0,31,0,2,10,9,5,9
967,Travel_Rarely,329,1,4,1,1361,2,Male,88,3,1,2,2387,6762,3,No,22,4,3,80,1,7,3,3,4,2,0,3
968,Travel_Frequently,607,7,3,1,1362,1,Female,83,4,2,1,4639,2261,2,No,16,3,4,80,1,17,2,2,15,7,6,13
969,Travel_Rarely,855,4,3,1,1363,4,Male,54,3,3,4,7898,18706,1,No,11,3,3,80,0,11,2,3,10,9,0,8
970,Travel_Rarely,1291,11,3,1,1364,3,Female,98,4,1,4,2534,6527,8,No,14,3,2,80,1,5,4,3,1,0,0,0
971,Travel_Rarely,1405,11,2,1,1367,4,Female,82,2,4,2,13142,24439,3,No,16,3,2,80,0,29,1,2,5,2,0,3
972,Non-Travel,1124,1,3,1,1368,4,Female,97,3,1,4,1611,19305,1,No,15,3,3,80,0,0,5,4,0,0,0,0
973,Travel_Rarely,817,1,3,1,1369,4,Female,60,2,2,4,5363,10846,0,No,12,3,2,80,1,10,0,3,9,7,0,0
974,Travel_Frequently,793,2,1,1,1371,4,Male,43,1,2,4,5071,20392,3,No,20,4,2,80,0,8,3,3,6,2,0,0
975,Travel_Rarely,267,13,4,1,1372,1,Male,85,4,4,3,13695,9277,6,Yes,17,3,3,80,0,24,2,2,19,7,3,8
976,Travel_Rarely,1369,23,3,1,1373,4,Male,68,3,4,2,13402,18235,4,Yes,12,3,1,80,1,33,0,3,19,16,15,9
977,Non-Travel,999,26,1,1,1374,1,Female,92,2,1,3,2029,15891,1,No,20,4,3,80,3,5,2,3,5,4,0,0
978,Travel_Rarely,1202,2,1,1,1375,2,Female,89,4,2,3,6377,13888,5,No,20,4,2,80,3,15,0,3,12,11,11,8
979,Travel_Rarely,285,29,3,1,1377,2,Male,86,3,2,3,5429,17491,4,No,13,3,1,80,2,10,1,3,8,7,7,7
980,Travel_Frequently,703,2,3,1,1379,3,Female,90,2,1,4,2785,11882,7,No,14,3,3,80,0,3,3,4,1,0,0,0
981,Travel_Frequently,662,18,4,1,1380,4,Female,67,3,2,3,4614,23288,0,Yes,18,3,3,80,1,5,0,2,4,2,3,2
982,Travel_Frequently,693,7,3,1,1382,4,Male,57,4,1,3,2610,15748,1,No,11,3,4,80,3,4,2,3,4,2,0,3
983,Travel_Rarely,404,2,4,1,1383,3,Female,98,3,2,4,6687,6163,1,No,11,3,4,80,0,14,2,4,14,11,4,11
984,Travel_Rarely,736,26,3,1,1387,3,Male,48,2,2,1,4724,24232,1,No,11,3,3,80,1,5,0,3,5,3,0,4
985,Travel_Rarely,330,22,4,1,1389,4,Male,98,3,2,3,6179,21057,1,Yes,15,3,4,80,2,10,3,2,10,2,6,7
986,Travel_Rarely,1498,21,4,1,1390,1,Male,44,2,2,4,6120,3567,3,Yes,12,3,4,80,2,8,2,4,5,4,1,4
987,Travel_Frequently,541,2,3,1,1391,2,Male,52,3,3,2,10596,15395,2,No,11,3,2,80,0,14,5,3,4,2,3,2
988,Travel_Frequently,1200,22,3,1,1392,4,Female,75,3,2,4,5467,13953,3,Yes,14,3,1,80,2,12,4,2,6,2,3,3
989,Travel_Rarely,1439,4,1,1,1394,3,Male,54,3,1,3,2996,5182,7,Yes,15,3,4,80,0,8,2,3,6,4,1,3
990,Travel_Frequently,1111,5,1,1,1395,2,Male,61,3,2,4,9998,19293,6,No,13,3,1,80,0,8,2,4,5,4,1,2
