Interaction_ID,User_ID,File_Type,Interaction_Type,Rating,Timestamp,Age,Gender,Subscription_Type,Title,Artist,Album,Genre,Release_Year,Lyrics,File_ID,Sentiment,Target
I00142,U0308,Audio,Like,4,2024-03-07 19:36:30.390878,31,M,Premium,Audio_Song_1632,Johnny Cash,Album_73,Pop,2001,"Cause baby you're a firework, come on show 'em what you're worth",A1632,-0.624,1
I00143,U0175,Video,Like,2,2023-07-17 05:21:30.390878,35,M,Free,Video_Song_289,Bjork,Album_36,Hip-Hop,2003,"Every breath you take, every move you make",V289,0.668,0
I00144,U0379,Audio,Listen,2,2023-03-01 11:33:30.390878,31,F,Free,Audio_Song_748,Queen,Album_68,Classical,2015,"Nothing else matters, never cared for what they do",A748,-0.298,0
I00145,U0282,Video,Share,3,2024-03-10 01:44:30.390878,27,Other,Premium,Video_Song_1816,Linkin Park,Album_91,Rock,2016,"Nothing else matters, never cared for what they do",V1816,-0.762,0
I00146,U0431,Video,Listen,2,2024-09-08 07:01:30.390878,47,F,Free,Video_Song_690,Lady Gaga,Album_26,Hip-Hop,1997,"Here comes the sun, and I say, it's alright",V690,0.006,0
I00147,U0484,Video,Listen,2,2024-05-20 18:14:30.390878,32,M,Premium,Video_Song_925,Johnny Cash,Album_23,Pop,2007,Is this the real life? Is this just fantasy?,V925,-0.026,0
I00148,U0249,Video,Like,1,2024-11-21 02:14:30.390878,50,F,Free,Video_Song_1175,Madonna,Album_54,Pop,2015,"Let it be, let it be, let it be, let it be",V1175,0.763,0
I00149,U0379,Video,Like,3,2023-11-05 15:34:30.390878,31,F,Free,Video_Song_1053,Megan Thee Stallion,Album_62,Rock,2013,"Here comes the sun, and I say, it's alright",V1053,0.961,0
I00150,U0007,Video,Share,5,2023-06-14 16:08:30.390878,18,Other,Free,Video_Song_1360,Whitney Houston,Album_66,Hip-Hop,1993,"Imagine there's no heaven, it's easy if you try",V1360,-0.955,1
I00151,U0255,Audio,Share,3,2023-10-16 01:03:30.390878,56,F,Premium,Audio_Song_448,Linkin Park,Album_85,Rock,2007,"We will, we will rock you, we will, we will rock you",A448,-0.536,0
I00152,U0224,Audio,Skip,1,2023-02-25 20:22:30.390878,58,M,Free,Audio_Song_498,Miley Cyrus,Album_90,Classical,2025,"I want to hold your hand, I want to hold your hand",A498,0.3,0
I00153,U0407,Audio,Like,3,2023-04-25 21:47:30.390878,28,Other,Premium,Audio_Song_867,Beyoncé,Album_68,Hip-Hop,2007,"You're simply the best, better than all the rest",A867,0.383,0
I00154,U0327,Video,Skip,4,2024-08-24 06:37:30.390878,33,M,Free,Video_Song_890,U2,Album_47,Jazz,2003,Is this the real life? Is this just fantasy?,V890,0.683,0
I00155,U0080,Video,Listen,3,2024-03-01 01:56:30.390878,19,F,Premium,Video_Song_1610,Ed Sheeran,Album_58,Jazz,2004,"Don't stop believin', hold on to that feeling",V1610,-0.504,0
I00156,U0119,Audio,Listen,3,2023-05-05 15:31:30.390878,33,F,Free,Audio_Song_1995,Celine Dion,Album_51,Rock,2013,"I will always love you, I will always love you",A1995,0.76,0
I00157,U0261,Audio,Listen,1,2025-08-15 16:07:30.390878,15,F,Free,Audio_Song_1193,Charlie Puth,Album_40,Rock,2001,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A1193,-0.717,0
I00158,U0366,Video,Listen,3,2023-03-06 17:04:30.390878,45,F,Premium,Video_Song_2481,Metallica,Album_49,Hip-Hop,1996,"Nothing else matters, never cared for what they do",V2481,0.068,0
I00159,U0489,Audio,Like,4,2025-09-25 03:41:30.390878,35,F,Free,Audio_Song_1275,Katy Perry,Album_71,Pop,1992,"We will, we will rock you, we will, we will rock you",A1275,-0.626,1
I00160,U0209,Video,Skip,3,2025-03-16 09:20:30.390878,36,M,Premium,Video_Song_691,Tupac Shakur,Album_95,Classical,2016,"Every breath you take, every move you make",V691,-0.002,0
I00161,U0390,Video,Listen,2,2024-10-15 03:00:30.390878,15,F,Premium,Video_Song_2368,Justin Bieber,Album_94,Jazz,2009,I just called to say I love you,V2368,-0.146,0
I00162,U0025,Video,Listen,4,2024-11-18 00:53:30.390878,27,Other,Free,Video_Song_2179,John Mayer,Album_61,Classical,1995,"Sweet dreams are made of this, who am I to disagree?",V2179,-0.38,1
I00163,U0311,Video,Like,3,2023-04-14 01:35:30.390878,15,M,Premium,Video_Song_87,Lady Gaga,Album_68,Classical,2013,"I will always love you, I will always love you",V087,0.439,0
I00164,U0288,Audio,Like,5,2025-06-27 22:33:30.390878,48,F,Premium,Audio_Song_1954,J. Cole,Album_39,Rock,2012,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A1954,-0.131,1
I00165,U0193,Video,Share,3,2025-05-02 01:08:30.390878,47,F,Premium,Video_Song_1665,Adele,Album_73,Rock,1998,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1665,0.6,0
I00166,U0249,Video,Share,2,2023-08-09 17:22:30.390878,50,F,Free,Video_Song_2330,Frank Sinatra,Album_50,Rock,1998,"Nothing else matters, never cared for what they do",V2330,-0.955,0
I00167,U0114,Video,Skip,2,2024-03-29 18:57:30.390878,43,M,Premium,Video_Song_2085,Sam Smith,Album_79,Hip-Hop,2015,"You're simply the best, better than all the rest",V2085,-0.719,0
I00168,U0060,Audio,Skip,2,2024-10-20 17:08:30.390878,36,M,Premium,Audio_Song_538,Marvin Gaye,Album_25,Hip-Hop,2006,"Livin' on a prayer, take my hand, we'll make it I swear",A538,-0.989,0
I00169,U0455,Audio,Share,4,2025-06-11 14:27:30.390878,59,F,Free,Audio_Song_947,P!nk,Album_3,Rock,1995,"Shake it off, shake it off",A947,0.939,1
I00170,U0391,Video,Share,5,2025-08-11 05:51:30.390878,31,Other,Free,Video_Song_863,Mariah Carey,Album_39,Jazz,2022,"I want to hold your hand, I want to hold your hand",V863,0.206,1
I00171,U0208,Audio,Like,4,2024-06-20 23:25:30.390878,17,M,Free,Audio_Song_646,Nina Simone,Album_66,Jazz,2007,Hit me baby one more time,A646,-0.306,1
I00172,U0113,Audio,Share,3,2024-08-09 21:54:30.390878,49,Other,Premium,Audio_Song_957,The Chainsmokers,Album_40,Electronic,2016,"Every breath you take, every move you make",A957,-0.956,0
I00173,U0006,Video,Like,5,2025-08-22 04:54:30.390878,36,M,Premium,Video_Song_533,John Lennon,Album_79,Jazz,2019,I get by with a little help from my friends,V533,0.792,1
I00174,U0095,Video,Skip,1,2024-06-25 16:42:30.390878,39,M,Premium,Video_Song_551,Beyoncé,Album_93,Jazz,2010,"We will, we will rock you, we will, we will rock you",V551,0.405,0
I00175,U0357,Video,Like,3,2024-07-17 06:21:30.390878,16,F,Premium,Video_Song_518,Travis Scott,Album_4,Classical,2016,I get by with a little help from my friends,V518,0.864,0
I00176,U0163,Video,Like,4,2024-07-03 06:06:30.390878,29,F,Free,Video_Song_607,Travis Scott,Album_25,Pop,2010,"All the single ladies, all the single ladies",V607,-0.144,1
I00177,U0270,Video,Skip,1,2023-11-24 22:20:30.390878,42,M,Premium,Video_Song_163,Shawn Mendes,Album_35,Hip-Hop,2005,"Let it be, let it be, let it be, let it be",V163,-0.403,0
I00178,U0354,Audio,Share,3,2025-03-24 18:15:30.390878,22,Other,Free,Audio_Song_2202,Marvin Gaye,Album_26,Classical,2008,"Every breath you take, every move you make",A2202,0.584,0
I00179,U0176,Video,Share,3,2025-09-12 23:10:30.390878,47,M,Free,Video_Song_1391,Foo Fighters,Album_90,Hip-Hop,1991,"Let it be, let it be, let it be, let it be",V1391,-0.878,0
I00180,U0143,Audio,Skip,5,2023-08-18 18:54:30.390878,23,F,Premium,Audio_Song_1347,Rihanna,Album_86,Electronic,2011,"Uptown funk you up, uptown funk you up",A1347,0.246,0
I00181,U0374,Audio,Listen,4,2025-09-03 23:12:30.390878,21,M,Free,Audio_Song_645,Otis Redding,Album_72,Hip-Hop,2023,"You're simply the best, better than all the rest",A645,-0.78,1
I00182,U0316,Video,Listen,2,2024-09-04 17:04:30.390878,42,M,Premium,Video_Song_2281,Stevie Nicks,Album_3,Electronic,2003,I get by with a little help from my friends,V2281,0.728,0
I00183,U0234,Video,Share,1,2024-03-09 08:44:30.390878,56,F,Premium,Video_Song_2168,Taylor Swift,Album_65,Pop,2000,"Nothing else matters, never cared for what they do",V2168,-0.764,0
I00184,U0358,Audio,Listen,4,2024-02-05 19:36:30.390878,47,Other,Premium,Audio_Song_2492,Amy Winehouse,Album_93,Jazz,2021,"We will, we will rock you, we will, we will rock you",A2492,0.722,1
I00185,U0082,Audio,Share,2,2024-03-18 19:18:30.390878,27,M,Premium,Audio_Song_172,Ed Sheeran,Album_11,Classical,2011,"We will, we will rock you, we will, we will rock you",A172,0.029,0
I00186,U0192,Video,Share,1,2024-10-30 09:15:30.390878,40,F,Premium,Video_Song_822,Katy Perry,Album_80,Jazz,1998,"Rolling in the deep, you had my heart inside of your hand",V822,0.067,0
I00187,U0102,Audio,Share,3,2024-10-02 06:09:30.390878,27,F,Free,Audio_Song_2274,Elton John,Album_36,Electronic,2013,"Imagine there's no heaven, it's easy if you try",A2274,0.424,0
I00188,U0479,Audio,Like,1,2023-01-27 15:20:30.390878,49,M,Free,Audio_Song_592,James Brown,Album_23,Rock,2016,"Let it be, let it be, let it be, let it be",A592,-0.96,0
I00189,U0486,Audio,Listen,4,2025-09-16 10:42:30.390878,48,M,Free,Audio_Song_1206,Adele,Album_91,Electronic,2006,"Hello from the other side, I must have called a thousand times",A1206,-0.947,1
I00190,U0421,Audio,Skip,5,2023-12-17 22:12:30.390878,33,M,Free,Audio_Song_1505,Coldplay,Album_37,Pop,2005,"We will, we will rock you, we will, we will rock you",A1505,0.827,0
I00191,U0388,Audio,Share,5,2023-11-19 16:14:30.390878,21,M,Premium,Audio_Song_440,P!nk,Album_53,Hip-Hop,2025,"I want to hold your hand, I want to hold your hand",A440,-0.5,1
I00192,U0477,Video,Share,1,2024-02-29 06:19:30.390878,46,Other,Premium,Video_Song_500,Taylor Swift,Album_82,Classical,1995,I get by with a little help from my friends,V500,0.039,0
I00193,U0013,Video,Skip,5,2025-05-30 05:56:30.390878,30,M,Free,Video_Song_466,Imagine Dragons,Album_87,Pop,2010,I get by with a little help from my friends,V466,-0.867,0
I00194,U0244,Video,Listen,4,2024-08-01 14:55:30.390878,57,Other,Premium,Video_Song_1838,Bruce Springsteen,Album_14,Jazz,1993,"We will, we will rock you, we will, we will rock you",V1838,-0.387,1
I00195,U0202,Audio,Share,2,2025-02-16 03:55:30.390878,46,M,Premium,Audio_Song_598,Whitney Houston,Album_43,Electronic,2005,"Hello from the other side, I must have called a thousand times",A598,0.446,0
I00196,U0247,Audio,Like,5,2023-11-09 17:48:30.390878,35,M,Free,Audio_Song_1273,Cardi B,Album_57,Classical,2005,"Imagine there's no heaven, it's easy if you try",A1273,0.841,1
I00197,U0168,Video,Share,4,2023-09-05 09:28:30.390878,44,Other,Free,Video_Song_1685,Louis Armstrong,Album_40,Classical,2013,"Imagine there's no heaven, it's easy if you try",V1685,-0.989,1
I00198,U0378,Audio,Share,1,2025-08-09 18:02:30.390878,49,Other,Premium,Audio_Song_546,Bjork,Album_83,Electronic,2007,"I can't get no satisfaction, I can't get no satisfaction",A546,0.682,0
I00199,U0418,Audio,Listen,1,2023-02-10 21:11:30.390878,54,M,Premium,Audio_Song_285,Sam Cooke,Album_27,Rock,2002,"Every breath you take, every move you make",A285,-0.349,0
I00200,U0432,Audio,Like,4,2024-01-16 15:20:30.390878,42,F,Premium,Audio_Song_1568,Elvis Presley,Album_90,Pop,1990,"All the single ladies, all the single ladies",A1568,-0.182,1
I00201,U0229,Audio,Like,4,2023-05-26 10:04:30.390878,44,F,Premium,Audio_Song_1421,Camila Cabello,Album_31,Jazz,1997,I just called to say I love you,A1421,0.163,1
I00202,U0188,Audio,Listen,5,2023-02-14 16:26:30.390878,42,Other,Premium,Audio_Song_2253,OneRepublic,Album_66,Rock,2018,"Cause baby you're a firework, come on show 'em what you're worth",A2253,-0.635,1
I00203,U0184,Video,Listen,2,2024-11-02 15:19:30.390878,55,F,Premium,Video_Song_1120,Adele,Album_97,Classical,1996,Hit me baby one more time,V1120,-0.7,0
I00204,U0226,Video,Share,1,2025-06-04 01:32:30.390878,30,M,Premium,Video_Song_329,Joni Mitchell,Album_34,Rock,1995,Hit me baby one more time,V329,-0.089,0
I00205,U0427,Video,Skip,4,2024-10-01 00:04:30.390878,37,M,Premium,Video_Song_618,Joni Mitchell,Album_75,Jazz,2003,"Livin' on a prayer, take my hand, we'll make it I swear",V618,-0.013,0
I00206,U0461,Video,Listen,2,2025-07-17 16:52:30.390878,44,Other,Free,Video_Song_2486,J. Cole,Album_28,Electronic,2021,"You're simply the best, better than all the rest",V2486,0.803,0
I00207,U0096,Audio,Listen,1,2025-06-08 03:26:30.390878,47,F,Premium,Audio_Song_565,Ariana Grande,Album_15,Rock,2005,I just called to say I love you,A565,0.149,0
I00208,U0048,Audio,Listen,4,2023-05-23 03:23:30.390878,38,F,Free,Audio_Song_1354,Halsey,Album_34,Electronic,2014,"Every breath you take, every move you make",A1354,-0.054,1
I00209,U0329,Video,Skip,2,2023-02-10 18:48:30.390878,51,F,Free,Video_Song_77,Billie Eilish,Album_89,Hip-Hop,1994,I get by with a little help from my friends,V077,0.907,0
I00210,U0383,Audio,Like,5,2023-10-31 02:39:30.390878,58,Other,Premium,Audio_Song_482,Sam Cooke,Album_82,Jazz,2002,"Livin' on a prayer, take my hand, we'll make it I swear",A482,-0.388,1
I00211,U0226,Audio,Share,1,2024-11-09 20:14:30.390878,30,M,Premium,Audio_Song_1178,Prince,Album_10,Rock,2022,"Sweet dreams are made of this, who am I to disagree?",A1178,0.645,0
I00212,U0173,Video,Share,3,2024-03-29 20:10:30.390878,28,F,Premium,Video_Song_2489,Foo Fighters,Album_15,Pop,2007,"Uptown funk you up, uptown funk you up",V2489,0.276,0
I00213,U0052,Video,Skip,4,2024-03-12 00:24:30.390878,43,F,Premium,Video_Song_1145,Rihanna,Album_95,Rock,2008,"Uptown funk you up, uptown funk you up",V1145,0.616,0
I00214,U0032,Video,Share,3,2025-02-16 11:23:30.390878,26,F,Premium,Video_Song_432,Otis Redding,Album_81,Pop,1998,"Shake it off, shake it off",V432,0.345,0
I00215,U0340,Video,Skip,1,2024-06-20 16:26:30.390878,59,M,Premium,Video_Song_976,Dua Lipa,Album_70,Hip-Hop,1992,"Hello from the other side, I must have called a thousand times",V976,0.484,0
I00216,U0063,Audio,Listen,5,2025-04-17 10:03:30.390878,50,M,Free,Audio_Song_1514,Justin Bieber,Album_48,Electronic,2014,"Hello from the other side, I must have called a thousand times",A1514,-0.005,1
I00217,U0193,Video,Like,1,2025-05-20 12:22:30.390878,47,F,Premium,Video_Song_645,The Chainsmokers,Album_62,Electronic,1995,Hit me baby one more time,V645,0.015,0
I00218,U0042,Video,Share,5,2025-04-18 06:49:30.390878,24,M,Premium,Video_Song_2479,Justin Bieber,Album_30,Electronic,1998,"I will always love you, I will always love you",V2479,0.12,1
I00219,U0432,Audio,Like,1,2025-03-04 14:57:30.390878,42,F,Premium,Audio_Song_1174,Marvin Gaye,Album_35,Electronic,2011,"It's a beautiful day, don't let it get away",A1174,-0.975,0
I00220,U0337,Audio,Skip,2,2023-05-22 15:06:30.390878,34,Other,Premium,Audio_Song_1403,Paul McCartney,Album_38,Rock,2004,"I can't get no satisfaction, I can't get no satisfaction",A1403,-0.346,0
I00221,U0356,Audio,Skip,3,2025-07-18 03:28:30.390878,32,F,Free,Audio_Song_1119,Metallica,Album_72,Hip-Hop,2024,"I want to hold your hand, I want to hold your hand",A1119,-0.083,0
I00222,U0371,Audio,Like,2,2023-05-08 19:09:30.390878,25,F,Premium,Audio_Song_2449,Tina Turner,Album_46,Classical,2014,"Every breath you take, every move you make",A2449,0.36,0
I00223,U0056,Video,Share,1,2023-07-19 21:39:30.390878,24,Other,Premium,Video_Song_1790,Michael Jackson,Album_82,Classical,1993,"I want to hold your hand, I want to hold your hand",V1790,0.309,0
I00224,U0011,Audio,Skip,2,2024-12-01 19:44:30.390878,51,Other,Premium,Audio_Song_656,John Mayer,Album_87,Pop,2021,"We will, we will rock you, we will, we will rock you",A656,-0.483,0
I00225,U0299,Audio,Like,1,2024-04-11 10:13:30.390878,39,Other,Free,Audio_Song_2487,Queen,Album_25,Pop,1995,"Shake it off, shake it off",A2487,-0.791,0
I00226,U0073,Video,Like,1,2025-02-23 11:00:30.390878,15,Other,Premium,Video_Song_1012,Travis Scott,Album_28,Rock,2001,"I see a little silhouetto of a man, Scaramouche, Scaramouche",V1012,0.746,0
I00227,U0446,Audio,Share,1,2025-09-19 07:55:30.390878,22,Other,Premium,Audio_Song_939,Linkin Park,Album_32,Classical,2012,"Shake it off, shake it off",A939,0.797,0
I00228,U0130,Video,Listen,5,2024-06-09 15:23:30.390878,29,F,Premium,Video_Song_6,Ray Charles,Album_34,Jazz,2001,"Livin' on a prayer, take my hand, we'll make it I swear",V006,0.429,1
I00229,U0254,Video,Skip,5,2024-02-15 17:41:30.390878,50,M,Premium,Video_Song_1734,Bjork,Album_82,Classical,2008,"All the single ladies, all the single ladies",V1734,-0.916,0
I00230,U0155,Audio,Skip,4,2024-10-18 00:50:30.390878,38,Other,Free,Audio_Song_949,Kendrick Lamar,Album_88,Classical,2014,"Let it be, let it be, let it be, let it be",A949,-0.825,0
I00231,U0118,Audio,Share,5,2024-04-25 13:15:30.390878,18,Other,Premium,Audio_Song_828,Ed Sheeran,Album_77,Pop,1998,I just called to say I love you,A828,0.798,1
I00232,U0248,Video,Listen,3,2024-12-24 10:29:30.390878,21,Other,Free,Video_Song_2379,Amy Winehouse,Album_98,Electronic,1996,"Sweet dreams are made of this, who am I to disagree?",V2379,0.714,0
I00233,U0070,Video,Listen,1,2023-11-20 10:35:30.390878,46,F,Free,Video_Song_1472,Adele,Album_35,Pop,2002,"Here comes the sun, and I say, it's alright",V1472,-0.052,0
I00234,U0129,Audio,Skip,1,2025-06-19 22:55:30.390878,45,M,Free,Audio_Song_2479,Ray Charles,Album_29,Jazz,2011,"All the single ladies, all the single ladies",A2479,-0.335,0
I00235,U0423,Video,Listen,5,2025-06-09 23:05:30.390878,58,F,Free,Video_Song_338,Mariah Carey,Album_2,Rock,1992,"Imagine there's no heaven, it's easy if you try",V338,0.922,1
I00236,U0466,Video,Share,5,2023-12-01 20:51:30.390878,57,M,Free,Video_Song_316,Dua Lipa,Album_46,Electronic,1992,"Every breath you take, every move you make",V316,-0.645,1
I00237,U0316,Audio,Like,3,2024-08-22 14:21:30.390878,42,M,Premium,Audio_Song_1366,Lil Nas X,Album_82,Classical,2009,Is this the real life? Is this just fantasy?,A1366,0.979,0
I00238,U0358,Video,Share,1,2023-03-05 05:07:30.390878,47,Other,Premium,Video_Song_1579,Dr. Dre,Album_82,Jazz,2025,Is this the real life? Is this just fantasy?,V1579,0.825,0
I00239,U0435,Audio,Share,2,2023-04-30 05:01:30.390878,40,F,Free,Audio_Song_1679,The Weeknd,Album_32,Electronic,1994,"Cause baby you're a firework, come on show 'em what you're worth",A1679,0.453,0
I00240,U0275,Video,Like,5,2025-07-12 20:19:30.391876,21,M,Free,Video_Song_1926,J. Cole,Album_82,Electronic,2016,"Imagine there's no heaven, it's easy if you try",V1926,0.508,1
I00241,U0129,Video,Like,2,2023-12-27 02:45:30.391876,45,M,Free,Video_Song_2221,Justin Bieber,Album_18,Classical,1999,"I will always love you, I will always love you",V2221,0.722,0
I00242,U0184,Audio,Skip,3,2024-11-01 23:02:30.391876,55,F,Premium,Audio_Song_957,The Chainsmokers,Album_40,Electronic,2016,"Every breath you take, every move you make",A957,-0.956,0
I00243,U0302,Audio,Skip,5,2024-02-15 13:40:30.391876,18,M,Premium,Audio_Song_1354,Halsey,Album_34,Electronic,2014,"Every breath you take, every move you make",A1354,-0.054,0
I00244,U0096,Audio,Share,3,2023-11-01 18:04:30.391876,47,F,Premium,Audio_Song_953,Bruno Mars,Album_1,Rock,2008,"You're simply the best, better than all the rest",A953,-0.674,0
I00245,U0375,Audio,Listen,3,2024-04-02 18:38:30.391876,48,Other,Free,Audio_Song_1371,Justin Bieber,Album_6,Rock,2016,"Shake it off, shake it off",A1371,0.884,0
I00246,U0385,Video,Skip,5,2024-12-04 21:56:30.391876,20,F,Premium,Video_Song_986,Sam Hunt,Album_94,Jazz,1992,"Every breath you take, every move you make",V986,0.302,0
I00247,U0062,Video,Like,2,2024-01-03 12:56:30.391876,30,M,Free,Video_Song_779,James Brown,Album_16,Electronic,2005,"Let it be, let it be, let it be, let it be",V779,0.618,0
I00248,U0383,Video,Listen,1,2024-01-01 01:50:30.391876,58,Other,Premium,Video_Song_2077,Billie Eilish,Album_64,Classical,1994,"Beat it, beat it, no one wants to be defeated",V2077,0.816,0
I00249,U0379,Video,Listen,1,2024-12-27 04:59:30.391876,31,F,Free,Video_Song_211,U2,Album_56,Hip-Hop,2022,"Sweet dreams are made of this, who am I to disagree?",V211,0.947,0
I00250,U0078,Audio,Listen,1,2025-04-21 09:05:30.391876,37,Other,Free,Audio_Song_138,Kendrick Lamar,Album_10,Hip-Hop,2020,"I see a little silhouetto of a man, Scaramouche, Scaramouche",A138,0.1,0
I00251,U0401,Audio,Share,2,2023-01-30 16:10:30.391876,32,M,Premium,Audio_Song_893,Foo Fighters,Album_23,Rock,2016,"Every breath you take, every move you make",A893,0.549,0
I00252,U0009,Video,Skip,4,2025-09-01 03:41:30.391876,44,F,Premium,Video_Song_542,Miley Cyrus,Album_80,Classical,2014,Is this the real life? Is this just fantasy?,V542,0.056,0
I00253,U0043,Audio,Like,2,2023-07-18 06:28:30.391876,45,Other,Premium,Audio_Song_686,Kanye West,Album_70,Rock,2021,"Sweet dreams are made of this, who am I to disagree?",A686,0.382,0
I00254,U0039,Audio,Like,2,2024-11-11 14:16:30.391876,44,F,Premium,Audio_Song_321,Metallica,Album_49,Pop,2004,Hit me baby one more time,A321,-0.016,0
