DBA Name,Facility Type,Risk,Address,Zip,Inspection Date,Inspection Type,Results,Violations
SOMETHIN SWEET,Bakery,Risk 2 (Medium),5112 W Fullerton AVE ,60639.0,02/01/2017,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE A SPLASH GUARD AT FRONT PREP AREA HAND SINK NEXT TO TABLE TOP MIXER,INSIDE GARBAGE CANS AND ELIMINATE BUCKETS AND FLOUR SACKS USED FOR GARBAGE WASTE,PROVIDE SHELVING UNITS AND ELIMINATE CRATES FOR FOOD STORAGE AND ELEVATION.MUST DEFROST ICE CREAM FREEZER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN EXCESSIVE FOOD DEBRI FROM COOKING EQUIPEMENT,FLOOR MIXERS,PREP TABLES,ROLLING CARTS AND CABINETS,SHELVING UNITS,REACH IN FREEZER,EXTERIOR OF FOOD STORAGE CONTAINERS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN EXCESSIVE FOOD DEBRI FROM FLOOR UNDER,AROUND,ALONG WALL BASES THROUGHOUT PREP , DISH WASHING AREAS AND BASEMENT. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN LIGHT SHIELDS IN REAR PREP AREA.MUST ADJUST THRESHOLD AT ADJACENT DOOR TO REAR HALLWAY. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE SINK STOPPERS FOR 3- COMP SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE,ELEVATE AND ORGANIZE UNNECESSARY ARTICLES AND PERSONAL BELONGINGS FROM FLOOR UNDER SERVICE COUNTER,FOOD STORAGE AREAS,COUNTER TOPS ,BUCKETS ,WOOD AND UNUSED ARTICLES IN BASEMENT TOO. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: MUST REMOVE ICE SCOOP FROM ICE BIN AND STORE IN A CLEAN CONTAINER."
EUREST DINING SERVICES,Restaurant,Risk 1 (High),161 N CLARK ST ,60601.0,02/01/2017,Canvass,Pass,
EVANGELICAL LUTHERAN/ST PHILLIP,Daycare Combo 1586,Risk 1 (High),2444 W BRYN MAWR AVE ,60659.0,02/01/2017,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN FLOOR DRAINS BY THE DISH WASHER AND UNDERNEATH THE 3 COMPARTMENT SINK AT THE KITCHEN/DISH WASHING AREA....MUST ALSO CLEAN FLOORS UNDERNEATH SHELVING AT THE PANTRY. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED TORN RUBBER GASKET AT DOORS OF 2 DOOR REFRIGERATION UNIT AT THE KITCHEN. INSTRUCTED TO REPAIR AND/OR REPLACE."
DIRECT PAY,Grocery Store,Risk 3 (Low),7323 S HALSTED ST ,60621.0,12/28/2016,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED"
Nettelhorst Elementary,School,Risk 1 (High),3252 N Broadway (600W) ,60657.0,02/01/2017,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED NO COLD WATER AT THE LEFT HAND SINK IN THE 2ND FLOOR GIRLS BATHROOM (ANOTHER HANDSINK IS AVAILABLE IN THIS RESTROOM). IN THE BOYS 1ST FLOOR BATHROOM, 1 OF 2 HANDSINKS IS NOT OPERATIONAL, 1 OF 3 URINALS IS NOT OPERATIONAL, AND 1 OF 2 TOILETS IS NOT OPERATIONAL. INSTRUCTED FACILITY TO USE THE OTHER AVAILABLE BATHROOM FIXTURES AND INSTRUCTED TO REPAIR EACH OF THESE FIXTURES. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR THE BROKEN HANDLE ON THE CHEST COOLER."
Shoesmith,School,Risk 1 (High),1330 E 50th St (5000S) ,60615.0,02/01/2017,Canvass Re-Inspection,Pass,"14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: DOOR REPAIRED AND MICE ACTIVITY MINIMIZED. PREMISES SERVICED BY QUALITY & EXCELLENCE PEST CONTROL ON 1-30-17. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS ALONG WALLS AND IN ALL CORNERS IN KITCHEN, LUNCHROOM, GYM OFFICE, STORAGE AREAS, SECOND FLOOR MDF AND MECHANICAL ROOMS.  
SEAL HOLE IN FLOOR ALONG COLUMN NEAR SHELVING UNIT IN KITCHEN OFFICE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE PEELING PAINT AND REPAIR CEILING ABOVE OVEN AND STOVE IN KITCHEN. REPLACE MISSING CEILING TILE IN DRY STORAGE AREA. CLEAN FILTERS INSIDE VENTILATION HOOD(DUST BUILDUP). REPLACE MISSING OUTLET COVERS IN KITCHEN OFFICE BEHIND DESK AND IN LUNCHROOM. SEAL OPENINGS IN WALL ABOVE URINALS IN BOYS FIRST FLOOR WASHROOM. SEAL OPENINGS ABOVE TOILET IN ENGINEER WASHROOM. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE ALL STORAGE CLOSETS IN GYM AND PRE-K ROOM TO PREVENT PEST HARBORAGE. STORE STOCK AND EQUIPMENT SIX INCHES AWAY FROM WALL AND OFF FLOOR IN ALL STORAGE AREAS FOR EASY CLEANING AND PEST CONTROL.  
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF SHELVES AND RADIATOR IN UNIFORM STORAGE. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE HOT WATER AT RIGHT SINK IN BOYS FIRST FLOOR WASHROOM. PROVIDE RUNNING HOT AND COLD WATER AT RIGHT SINK IN GIRLS SECOND FLOOR WASHROOM. REPAIR TOILET IN LEFT STALL IN GIRLS SECOND FLOOR WASHROOM. INCREASE WATER PRESSURE AT LEFT SINK IN BOYS SECOND FLOOR WASHROOM. REPAIR TIMED FAUCET ON SECOND TO RIGHT SINK IN BOYS SECOND FLOOR WASHROOM(WATER MUST RUN CONTINUOUSLY FOR AT LEAST 15 SECONDS WITHOUT RETOUCHING HANDLE.) 
"
THRIVE 360 EATERY,Restaurant,Risk 1 (High),37 S LA SALLE ST ,60603.0,02/01/2017,Canvass,Pass,31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: OBSERVED SERVING UTENSILS STORED IN A BOWL OF WATER. INSTRUCTED TO STORE SERVING UTENSILS ON A CLEAN SURFACE.
WALGREENS #2586,Grocery Store,Risk 3 (Low),2301 W IRVING PARK RD ,60618.0,12/28/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN AND SANITIZE THE WALK-IN COOLER FLOOR TO REMOVE MILK SPILLS AND DEBRI UNDER RACKS AND AT FLOOR CORNERS."
GROVER CLEVELAND ELEMENTARY SCHOOL,School,Risk 1 (High),3121 W Byron ,60618.0,02/01/2017,Canvass,Pass w/ Conditions,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: FOUND RUNNING HOT WATER TEMPERATURE FLUCUATING BETWEEN 65.0 F AND 80.0 F IN EMPLOYEES WASHROOM, HOWEVER FOUND RUNNING HOT WATER TEMPERATURE AT OVER 110.0 F AT 3-COMPARTMENT SINK AND EXPOSED HANDWASH BOWL IN PREP AREA. INSTRUCTED MANAGER ALL KITCHEN EMPLOYEES MUST WASH HANDS AT PREP AREA EXPOSED HANDWASH BOWL UNTIL HOT WATER IS PROVIDED AT EMPLOYEES WASHROOM WITH A MINIMAL TEMPERATURE OF 85.0 F. CRITICAL VIOLATION 7-38-030."
CAMRAS ELEMENTARY SCHOOL,School,Risk 1 (High),3000 N MANGO AVE ,60634.0,02/01/2017,Canvass,Pass w/ Conditions,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FOUND FACILITIES (REACH IN COOLER IN PREP/COOKING AREA) WITH POTENTIALLY HAZARDOUS FOODS NOT MAINTAINING PROPER TEMPERATURE (WITH AN AIR TEMPERATURE OF 53.9F). INSTRUCTED MANAGER, COOLER WITH POTENTIALLY HAZARDOUS FOODS MUST MAINTAIN COLD HOLDING TEMPERATURE OF 40F OR BELOW. REACH-IN COOLER TAGGED 'HELD FOR INSPECTION'. INSTRUCTED NOT TO USE UNTIL REPAIRED. SEE COMMENTS.
CRITICAL VIOLATION 7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOODS (GARBANZO BEAN SALAD) AT IMPROPER TEMPERATURE REQUIREMENT OF 54.2F DURING STORAGE INSIDE REACH IN COOLER (AIR TEMPERATURE OF 53.9). INSTRUCTED MANAGER POTENTIALLY HAZARDOUS FOODS MUST MAINTAIN COLD HOLDING TEMPERATURE OF 40F OR BELOW AND HOT HOLDING TEMPERATURE OF 140F OR ABOVE. MANAGEMENT DISCARDED THE SAID FOOD PRODUCTS. TOTAL VALUE $ 2.00 TOTAL WEIGHT 1 LB.
CRITICAL VIOLATION 7-38-005 (A) | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: FOUND EXPOSED HAND SINK WITHOUT HAND SOAP AND PAPER TOWEL AVAILABLE BEHIND FRONT SERVICE LINE. INSTRUCTED TO PROVIDE. (JANITOR PROVIDED HAND SOAP AND PAPER TOWEL)
CRITICAL VIOLATION 7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOOR DRAINS IN PREP/DISHWASHING AREA (UNDERNEATH 3 COMPARTMENT SINK AND UNDERNEATH 1 COMPARTMENT SINK NEXT TO DISH MACHINE) WITH EXCESSIVE SLIMY BUILD-UP.-------------MUST CLEAN AND MAINTAIN OPENING WITH FOOD DEBRIS ACCUMULATION UNDERNEATH RADIATOR AROUND DINING AREA/REAR DINING ROOM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED CEILING TILES ABOVE 2ND FLOOR HALLWAY (BY MOP CLOSET) IN POOR REPAIR WITH MISSING AND HEAVY WATER STAINED. INSTRUCTED TO REPLACE AND REPAIR. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO REMOVE UNNECESSARY ARTICLES (UNUSED REACH-IN COOLERS, MILK COOLER, SALAD BAR) IN REAR OF DINING AREA/ROOM TO PREVENT PEST HARBORAGE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED A TABLE IS USED AS A BARRIER BETWEEN CUSTOMER AND IN FRONT SERVING LINE. INSTRUCTED TO PROVIDE A PERMANENT BARRIER/DIVIDER BETWEEN FOOD SERVICE LINE AND CUSTOMER AREA AND IT IS LIKELY THAT CONTAMINATION WILL OCCUR. "
DINER GRILL,Restaurant,Risk 1 (High),1635 W IRVING PARK RD ,60613.0,12/28/2016,FIRE,No Entry,
312 CHICAGO,Restaurant,Risk 1 (High),136 N LA SALLE ST ,60602.0,02/01/2017,Canvass Re-Inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: CORRECTED. ICE MACHINE CLEANED AND SANITIZED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. SMALL FLY ACTIVITY MINIMIZED. CONTINUE WORKING WITH PEST CONTROL TO ELIMINATE THE PROBLEM. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED."
THE LAKESHORE PANTRY,Grocery Store,Risk 3 (Low),3130 N LAKE SHORE DR ,60657.0,02/01/2017,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST ELEVATE BOXES OF GOODS IN STORAGE CLOSET AT LEAST 6 INCHES OFF THE GROUND. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OPERATOR MUST PROVIDE A HANDSINK IN THE DISHWASHING AREA THAT IS USED TO CLEAN THE COFFEE MACHINE EQUIPMENT ON SITE OR REMOVE ALL COFFEE MAKING EQUIPMENT FROM PREMISES."
LAKEVIEW REHABILITATION AND NURSING CENTER,Long Term Care,Risk 1 (High),735 W DIVERSEY PKWY ,60614.0,02/01/2017,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: VIOLATIONS CORRECTED. NEW SHELVING UNITS IN WALK IN FREEZER. FLOORS AND FLOOR DRAIN HAVE BEEN CLEANED, AND FLOOR GROUT REPAIRED. HOOD IS CLEAN,  
AND END CAPS INSTALLED, LIGHT SHIED REPAIRED."
Northside Learning Center,School,Risk 1 (High),3730 W Bryn Mawr AVE ,60659.0,02/01/2017,Canvass Re-Inspection,Pass,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE DUMPSTER LID HAS BEEN REPLACED AND GARBAGE IS CONTAINED AT THIS TIME OF INSPECTION. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: ICE MACHINE IS NOW PROPERLY MAINTAINED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED"
LA FERIA GROCERY,Grocery Store,Risk 1 (High),9704 S COMMERCIAL AVE ,60617.0,01/31/2017,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN WALL IN REAR OF PREMISES,HAS FOOD SPILLS ON WALLS INSTRUCTED TO CLEAN AND MAINTAIN AREA | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPLACE BURNED OUT BULB INSIDE LIGHT SHEILD COVER IN THE OPEN PRODUCE COOLER IN FRONT AREA OF PREMISES ,INSTRUCTED TO PROVIDE BULB | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE CLUTTER IN REAR STORAGE ROOM,TO PREVENT RODENT HARBORAGE"
4 SUYOS,Restaurant,Risk 1 (High),2727 W FULLERTON AVE ,60647.0,06/07/2016,Canvass,Out of Business,
DOLLAR TREE # 00733,Grocery Store,Risk 3 (Low),4118 N CICERO AVE ,60641.0,02/01/2017,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PEST CONTROL LOG BOOK ON SITE WITH IDPH LICENSE # O51-003622 AND CONTRACT AGREEMENT. VIOLATION CORRECTED AND ABATED. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: SURROUNDING AREAS OF THE OUTSIDE DUMPSTER ARE NOW CLEANED AND MAINTAINED .VIOLATION  CORRECTED AND ABATED."
HASHBROWNS ON WELLS,Restaurant,Risk 1 (High),1149-1155 N WELLS ST ,60610.0,02/01/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST PROPERLY DATE AND LABEL ALL PREPARED AND COOKED FOODS NOT FOUND IN THEIR ORIGINAL CONTAINERS. FOUND VARIOUS FOOD ITEMS INSIDE STAINLESS STEEL CONTAINERS AND PLASTIC CONTAINERS WITHOUT LABELS AND DATES.MUST PROVIDE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REMOVE PEELING PAINT AND REPAINT WALL TRIM UNDER THE WINDOW SILL AT THE LARGE WINDOW ON THE NORTH SIDE ACROSS FROM THE CASH REGISTER. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST TIGHTEN LOOSE HOT WATER FAUCET HANDLE AT THE HAND WASHING SINK INSIDE THE MEN'S RESTROOM.ALSO MUST DO THE SAME AT THE HAND WASHING SINK IN THE LADIES RESTROOM (1ST HAND SINK ON THE LEFT HAND SIDE). "
PHILLY BROS,Restaurant,Risk 2 (Medium),3944 W CHICAGO AVE ,60651.0,01/31/2017,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING ALONG THE WALL BASE AND IN CORNERS TO REMOVE DEBRIS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN FILTERS ABOVE THE COOKING EQUIPMENT TO REMOVE GREASE AND DEBRIS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED A LEAKY PIPE UNDERNEATH THE FRONT EXPOSED HAND SINK. MUST REPAIR AND MAINTAIN."
PASTORAL,Restaurant,Risk 1 (High),53 E LAKE ST ,60601.0,01/31/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED SOME MINOR FOOD DEBRIS IN THE 2 DOOR PREP COOLER LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS IN THE REAR DRY STORAGE/EMPLOYEE AREA WITH ACCUMULATED DIRT DEBRIS UNDER SHELVES. INSTRUCTED TO CLEAN ALONG THE WALLS AND IN ALL CORNERS AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED WALL WITH A BLACK SUBSTANCE LOCATED AROUND THE 3 COMPARTMENT SINK IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER INSIDE OF THE WASHROOM. INSTRUCTED TO ORGANIZE AND MAINTAIN. OBSERVED FOOD CONTAINERS BEING STORED ON THE FLOOR UNDER THE 3 COMPARTMENT SINK. INSTRUCTED TO ELEVATE ALL FOOD CONTAINERS AND MAINTAIN."
Bread & Wine,Restaurant,Risk 1 (High),3732-3734 W Irving Park RD ,60618.0,05/24/2016,Canvass,No Entry,
FUSHING CO,Restaurant,Risk 1 (High),9801 S HALSTED ST ,60628.0,01/31/2017,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS INSIDE OF WALK IN COOLER NOT CLEAN OF DEBRIS .MUST CLEAN/MAINTAIN | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SOILED CARDBOARD ON FOOD STORAGE SHELVES IN PREP AREA.MUST REMOVE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: SHELVES INSIDE WALK IN COOLER NOT CLEAN OF DEBRIS.MUST CLEAN/MAINTAIN."
IL VICINATO INC,Restaurant,Risk 1 (High),2435 S WESTERN AVE ,60608.0,01/31/2017,Canvass,Pass w/ Conditions,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE INSIDE OF THE BASEMENT WALK-IN COOLER.  OBSERVED 5 CONTAINERS OF GUMBO DATED 1/30/17 AT 58.1F INSIDE OF THE WALK-IN COOLER.  MANAGEMENT VOLUNTARILY DISCARDED APPROXIMATELY 30 GALLONS OF GUMBO WORTH $500.  CRITICAL VIOLATION 7-38-005A. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED A WATER LEAK UNDER THE 3 COMPARTMENT SINK AT THE DRAIN LINE.  MUST REPAIR SOURCE OF LEAK."
SHINE RESTAURANT,Restaurant,Risk 1 (High),752-756 W WEBSTER AVE ,60614.0,01/31/2017,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED SOME PIECES OF FLOOR TILE MISSING IN THE MENS TOILET ROOM, OFF THE DINING AREA. INSTRUCTED TO REPAIR AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED CRACKED CEILING TILES IN THE KITCHEN/PREP AREA. FILTERS AND HOOD IN KITCHEN HAS GREASE AND DUST ACCUMULATION. CEILING VENT IN WOMENS TOILET ROOM OFF THE DINING ROOM HAS EXCESSIVE DUST ACCUMULATION. PEELING PAINT ON CEILING TILES IN KITCHEN/PREP AREA. HOLE IN WALL IN UNISEX TOILET ROOM, AND HOLE IN CEILING IN MANAGERS OFFICE. ALSO, WALL VENTS THROUGHOUT PREMISES HAS EXCESSIVE DUST ACCUMULATION. INSTRUCTED TO DETAIL CLEAN ALL AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INCREASE HOT WATER PRESSURE IN UNISEX TOILET ROOM OFF DINING AREA, AND MAINTAIN."
LOS CARBONES,Restaurant,Risk 1 (High),9710 S COMMERCIAL AVE ,60617.0,01/31/2017,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN THE FLOORS IN BASEMENT AREA,ALONG WALL BASE AND CORNERSINSTRUCTED TO CLEAN AND MAINTAIN AREA"
RICOBENE'S ON 26TH STREET,Restaurant,Risk 1 (High),252 W 26TH ST ,60616.0,01/31/2017,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF REFRIGERATION UNITS ON FIRST FLOOR PREP AREA. REMOVE AND CLEAN FOOD BUILD UP ON FOOD CARTS AT WHEEL AND BOTTOM. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS OF IST FLOOR KITCHEN PREP AREA OF FOOD DEBRIS AROUND HEAVY EQUIPMENT.ALSO CLEAN FLOOR OF FROZEN DEBRIS IN BASEMENT WALK-IN FREEZER. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE HEAVY DUST BUILD-UP ON CEILING ABOVE PREP AREA OF FRONT KITCHEN PREP AREA. ALSO CLEAN LIGHT PANELS AT CEILING OF SAME AREA. OBSERVED SOME PEELING PAINT AT BASEMENT CEILING NEXT TO STAIRS LEADING TO KITCHEN."
