,Age,Occupation,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan
198,39,Doctor,95956.5,8279.375,8,4,11,2,28,10,12.94,7.0,Standard,1079.73,41.72201510339915,No,95.5216287821567,206.3335930448604,HighspentLargevaluepayments,766.0822781729829,0,0,0,0,0,0,0,1,1
199,39,Doctor,95956.5,8279.375,8,4,11,2,23,10,7.939999999999999,7.0,Standard,1079.73,28.91782480697284,No,95.5216287821567,437.4900382996484,LowspentMediumvaluepayments,574.9258329181949,0,0,0,0,0,0,0,1,1
200,26,Manager,49967.01,4091.9175,6,5,31,6,27,13,19.87,12.0,Standard,2253.95,29.132503896515377,Yes,156.00331166279182,450.92634217999466,LowspentSmallvaluepayments,92.26209615721348,1,0,1,0,0,1,1,0,1
201,26,Manager,49967.01,4091.9175,6,5,31,6,27,11,16.87,12.0,Standard,2253.95,26.041476458839284,Yes,156.00331166279182,120.77377718668968,LowspentMediumvaluepayments,412.4146611505183,1,0,1,0,0,1,1,0,1
203,26,Manager,49967.01,4091.9175,6,5,31,6,27,12,19.87,12.0,Standard,2253.95,26.3161966456708,Yes,156.00331166279182,189.42998072111016,HighspentSmallvaluepayments,323.75845761609787,1,0,1,0,0,1,1,0,1
204,14,Developer,39887.22,3224.935,9,9,16,-100,57,21,17.25,14.0,Bad,3119.6,24.498773583689346,NM,133.47084524343262,37.210310126757285,HighspentLargevaluepayments,391.8123446298101,1,0,0,1,1,1,0,0,1
205,14,Developer,39887.22,3224.935,9,9,16,5,57,19,22.25,14.0,Bad,3119.6,32.08834596649757,Yes,133.47084524343262,132.51971818231706,HighspentMediumvaluepayments,306.5029365742504,1,0,0,1,1,1,0,0,1
206,15,Developer,39887.22,3224.935,9,9,16,5,57,19,17.25,14.0,Bad,3119.6,32.18202147765085,Yes,133.47084524343262,130.89177582476202,!@9#%8,308.1308789318054,1,0,0,1,1,1,0,0,1
207,15,Developer,39887.22,3224.935,9,9,16,5,55,19,17.25,368.0,Bad,3119.6,34.516948022564755,Yes,133.47084524343262,352.1155274542753,LowspentSmallvaluepayments,126.90712730229212,1,0,0,1,1,1,0,0,1
209,44,Developer,14129.76,1023.2175884600924,8,5,21,8,62,18,5.51,6.0,Bad,4071.62,30.47662041670941,Yes,70.97506654794734,14.89687808240302,HighspentMediumvaluepayments,254.63846690955745,0,0,2,0,1,1,1,1,2
211,44,Developer,14129.76,1023.2175884600924,8,5,21,8,62,16,5.51,8.0,Bad,4071.62,35.591864492457645,Yes,77521.0,103.66546556775072,LowspentSmallvaluepayments,205.8698794242097,0,0,2,0,1,1,1,1,2
215,43,Developer,123732.32,4182.004291203503,4,3,11,0,10,10,11.92,4.0,Good,1154.46,33.985039671594016,No,0.0,366.6613274213181,LowspentMediumvaluepayments,954.9413392453488,0,0,0,0,0,0,0,0,0
216,37,Writer,17251.38,4182.004291203503,6,1304,7,7,6,13,21.06,10.0,Standard,2431.64,24.70310631498484,Yes,57.35116518894053,104.72010268798591,LowspentSmallvaluepayments,293.3902321230736,0,0,0,1,1,1,0,1,1
218,37,Writer,17251.38,4182.004291203503,6,3,7,7,6,15,15.06,10.0,Standard,2431.64,35.205387189137824,Yes,57.35116518894053,93.28587963281448,LowspentSmallvaluepayments,304.824455178245,0,0,0,1,1,1,0,1,1
219,37,Writer,17251.38,1654.615,6,3,7,7,8,18,15.06,10.0,Standard,2431.64,37.63832057733276,Yes,57.35116518894053,38.11306460513448,HighspentSmallvaluepayments,329.99727020592496,0,0,0,1,1,1,0,1,1
220,23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,14,19,5.79,5.0,Standard,125.25,23.9825937667405,No,95.8007129241996,48.255463313051976,HighspentLargevaluepayments,409.1962404294151,0,1,0,1,0,1,0,1,0
221,23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,14,19,5.79,5.0,Standard,125.25,30.366771673201672,No,95.8007129241996,84.65669024985695,HighspentMediumvaluepayments,382.7950134926101,0,1,0,1,0,1,0,1,0
223,23,Entrepreneur,36822.29,3132.524166666666,8,7,6,4,13,20,5.79,5.0,Standard,125.25,36.96739330982656,NM,95.8007129241996,322.32519505804044,LowspentSmallvaluepayments,185.12650868442665,0,1,0,1,0,1,0,1,0
224,25,Doctor,80108.31,6866.6925,5,3,17,-100,25,22,14.22,4.0,Standard,997.28,41.42561225498106,Yes,0.0,224.869784043224,HighspentMediumvaluepayments,711.799465956776,0,0,0,0,0,0,0,0,0
225,25,Doctor,80108.31,6866.6925,5,3,17,0,25,19,14.22,4.0,Standard,997.28,29.77566497418545,Yes,29462.0,168.53388685462616,HighspentLargevaluepayments,758.1353631453737,0,0,0,0,0,0,0,0,0
228,21,Scientist,69977.6,5978.466666666667,10,7,20,9,49,18,6.81,15.0,Bad,3042.36,21.36749557534374,NM,485.75043098703753,365.12631604979873,LowspentLargevaluepayments,16.96991962983043,3,0,0,0,1,0,0,1,1
230,21,Scientist,69977.6,5978.466666666667,10,7,20,9,49,18,6.81,15.0,Bad,3042.36,34.69890141102788,Yes,485.75043098703753,205.5147384650663,LowspentMediumvaluepayments,186.5814972145629,3,0,0,0,1,0,0,1,1
231,21,Scientist,69977.6,4182.004291203503,10,7,20,9,49,18,6.81,15.0,Bad,3042.36,26.17731854335801,Yes,485.75043098703753,157.02966732010535,HighspentSmallvaluepayments,215.06656835952373,3,0,0,0,1,0,0,1,1
232,16,Musician,78988.48,6449.373333333332,9,5,29,7,24,15,10.27,9.0,Bad,1746.9,30.678357305498324,Yes,291.78276034215287,10000.0,!@9#%8,495.0402863081221,1,1,2,0,1,1,0,0,0
233,1203,Musician,78988.48,6449.373333333332,9,5,29,7,27,18,15.27,10.0,Bad,1746.9,36.06752345494088,Yes,291.78276034215287,135.710997640249,!@9#%8,457.4435753509314,1,1,2,0,1,1,0,0,0
234,17,Musician,78988.48,4182.004291203503,9,5,29,7,27,16,15.27,10.0,Bad,1746.9,39.95064849367896,Yes,291.78276034215287,118.96128677026609,HighspentLargevaluepayments,474.1932862209144,1,1,2,0,1,1,0,0,0
235,17,Musician,78988.48,6449.373333333332,9,5,29,7,27,19,15.27,10.0,Bad,1746.9,28.4224252950053,Yes,291.78276034215287,152.13827299230454,HighspentSmallvaluepayments,461.016299998876,1,1,2,0,1,1,0,0,0
236,-500,Journalist,41746.76,3651.896666666667,8,5,31,3,62,21,9.81,11.0,Bad,1936.79,39.70319208604806,Yes,102.28339754384292,10000.0,HighspentMediumvaluepayments,374.5851577794634,0,0,0,0,1,1,0,1,0
237,46,Journalist,41746.76,3651.896666666667,8,5,31,3,57,21,16.810000000000002,11.0,Bad,1936.79,32.682896118289925,Yes,102.28339754384292,168.1213269014578,LowspentLargevaluepayments,364.784942221366,0,0,0,0,1,1,0,1,0
238,46,Journalist,41746.76,3651.896666666667,8,5,31,3,62,21,9.81,1836.0,Bad,1936.79,32.36420486172926,Yes,102.28339754384292,82.65512862023077,HighspentLargevaluepayments,420.2511405025931,0,0,0,0,1,1,0,1,0
239,2823,Journalist,41746.76,3651.896666666667,8,5,31,3,62,21,9.81,11.0,Bad,1936.79,29.64992239097574,NM,102.28339754384292,80.4741179742577,HighspentSmallvaluepayments,442.4321511485661,0,0,0,0,1,1,0,1,0
244,19,Lawyer,73737.36,5936.78,7,3,18,4,20,23,13.92,2.0,Standard,1219.39,30.877438089901627,Yes,214.8134632011097,160.9675294633013,HighspentMediumvaluepayments,467.8970073355889,0,2,0,0,0,1,1,0,0
247,19,Lawyer,73737.36,5936.78,7,3,18,4,20,20,10.92,5.0,Standard,1219.39,38.30456756460622,Yes,214.8134632011097,257.22999006478324,HighspentSmallvaluepayments,381.6345467341071,0,2,0,0,0,1,1,0,0
248,34,Musician,88362.46,4182.004291203503,5,2,8,3,12,11,11.01,6.0,Good,325.93,36.20338081140508,No,211.1843903373817,78.92670382261053,HighspentLargevaluepayments,675.4427391733411,0,0,1,1,0,0,0,1,0
250,34,Musician,88362.46,7255.538333333334,5,2,8,3,15,8,11.01,6.0,Good,325.93,29.97310198091432,No,211.1843903373817,314.1270048541402,HighspentSmallvaluepayments,460.24243814181153,0,0,1,1,0,0,0,1,0
252,46,Entrepreneur,118248.6,10115.05,5,1,4,0,14,7,3.69,8.0,Good,191.09,33.35938772535768,No,0.0,693.6329565001157,LowspentSmallvaluepayments,607.8720434998845,0,0,0,0,0,0,0,0,0
254,46,Entrepreneur,118248.6,10115.05,5,1,4,0,15,10,3.69,8.0,Good,191.09,35.37180147836356,NM,0.0,186.5091567501205,HighspentLargevaluepayments,1064.9958432498795,0,0,0,0,0,0,0,0,0
258,27,Scientist,60162.1,5197.508333333333,5,7,5,7,18,10,14.79,9.0,Standard,1037.45,35.9681581457689,Yes,220.2137267039484,437.96138947503647,LowspentSmallvaluepayments,151.57571715434852,0,0,1,1,0,0,1,0,2
259,27,Scientist,60162.1,5197.508333333333,5,7,5,7,18,10,16.79,30.080200142959256,Standard,1037.45,30.678421986789413,Yes,220.2137267039484,275.930116649432,LowspentMediumvaluepayments,303.606989979953,0,0,1,1,0,0,1,0,2
260,18,Musician,75273.24,6424.022011446845,8,6,5104,5,50,9,12.8,8.0,Standard,2497.34,37.81143857196421,Yes,351.36704467467814,270.2923567594496,HighspentMediumvaluepayments,412.3655871190292,0,1,1,2,0,0,1,0,0
261,18,Musician,75273.24,6424.022011446845,8,6,32,5,48,10,12.8,8.0,Standard,2497.34,36.60656249100761,NM,351.36704467467814,559.8451949315747,LowspentMediumvaluepayments,152.8127489469041,0,1,1,2,0,0,1,0,0
265,18,MediaManager,54820.89,4295.4075,8,7,28,6,41,17,18.42,30.080200142959256,Bad,4795.13,25.11068861576809,Yes,169.48198431622052,10000.0,LowspentMediumvaluepayments,370.37202120715887,0,0,1,2,1,0,0,2,0
266,19,MediaManager,54820.89,4295.4075,8,7,28,6,41,17,20.42,11.0,Bad,4795.13,29.84794832139709,Yes,169.48198431622052,325.68127145626,LowspentSmallvaluepayments,224.3774942275196,0,0,1,2,1,0,0,2,0
267,19,MediaManager,54820.89,4295.4075,8,7,28,6,37,14,18.42,11.0,Bad,4795.13,27.57514175449911,NM,169.48198431622052,58.18904643278668,HighspentMediumvaluepayments,451.8697192509929,0,0,1,2,1,0,0,2,0
269,43,Entrepreneur,58674.66,4182.004291203503,8,5,15,4,57,21,1.29,11.0,Bad,2425.38,30.9053680768662,Yes,116.10341691461672,110.69430720332724,HighspentLargevaluepayments,495.65777588205606,1,0,0,1,0,1,1,0,0
270,43,Entrepreneur,58674.66,4824.555,8,5,15,4,57,25,2.29,11.0,Bad,2425.38,37.12594447768069,Yes,116.10341691461672,637.494468902599,LowspentSmallvaluepayments,18.85761418278429,1,0,0,1,0,1,1,0,0
271,43,Entrepreneur,58674.66,4824.555,8,5,15,965,62,23,1.29,11.0,Bad,2425.38,29.824790988882512,Yes,116.10341691461672,10000.0,HighspentLargevaluepayments,573.1634567163999,1,0,0,1,0,1,1,0,0
272,31,Architect,30390.44,2721.5366666666664,5,6,5,4,19,19,8.36,6.0,Standard,580.31,40.11130189464117,No,64.84803820501804,94.441684389197,HighspentMediumvaluepayments,362.8639440724516,0,0,0,0,2,1,0,0,1
273,31,Architect,30390.44,2721.5366666666664,5,6,5,4,19,20,8.36,6.0,Standard,580.31,39.0985593956832,No,64.84803820501804,329.21463106560134,LowspentSmallvaluepayments,168.0909973960473,0,0,0,0,2,1,0,0,1
274,31,Architect,30390.44,2721.5366666666664,5,6,5,4,22,20,8.36,6.0,Standard,580.31,36.83997819098044,No,64.84803820501804,45.18470250450465,HighspentLargevaluepayments,402.120925957144,0,0,0,0,2,1,0,0,1
275,31,Architect,30390.44,2721.5366666666664,5,6,5,4,19,20,8.36,6.0,Standard,580.31,38.888987754365246,No,64.84803820501804,99.9998292305216,!@9#%8,357.305799231127,0,0,0,0,2,1,0,0,1
277,43,Doctor,45207.54,3507.295,8,8,24,6,24,20,9.78,13.0,Bad,2497.48,26.125446441717568,Yes,148.91327341500903,32.07149617579405,HighspentLargevaluepayments,409.7447304091969,1,0,0,1,1,0,0,1,2
278,43,Doctor,45207.54,3507.295,8,8,24,6,19,22,9.78,13.0,Bad,2497.48,38.54245777149914,Yes,148.91327341500903,143.88671149746492,HighspentMediumvaluepayments,307.92951508752606,1,0,0,1,1,0,0,1,2
279,43,Doctor,45207.54,3507.295,8,8,24,6,24,20,9.78,13.0,Bad,2497.48,33.964677136761175,Yes,148.91327341500903,76.84072654148487,HighspentMediumvaluepayments,374.9755000435061,1,0,0,1,1,0,0,1,2
280,18,Scientist,144546.72,10653.043107889978,0,3,7,2,15,4,6.08,1.0,Good,1045.11,37.448141218726136,No,1293.5054487288114,312.65051983225135,HighspentMediumvaluepayments,981.316923548958,0,0,0,0,0,1,1,0,0
281,18,Scientist,144546.72,10653.043107889978,0,3,7,2,15,4,6.08,1.0,Good,1045.11,39.35799558859895,No,1293.5054487288114,184.39978362231665,HighspentLargevaluepayments,1099.567659758893,0,0,0,0,0,1,1,0,0
282,18,Scientist,144546.72,10653.043107889978,0,3,7,2,15,7,6.08,2.0,Good,1045.11,37.909392220605575,No,1293.5054487288114,509.26887242922623,LowspentMediumvaluepayments,814.6985709519831,0,0,0,0,0,1,1,0,0
283,19,Scientist,144546.72,10653.043107889978,0,3,7,2,12,7,6.08,2.0,Good,1045.11,30.90003873479128,No,4246.0,665.1148120425618,LowspentSmallvaluepayments,668.8526313386477,0,0,0,0,0,1,1,0,0
287,39,Engineer,30346.35,2651.8625,5,4,14,7,30,11,18.8,7.0,Standard,523.56,24.21350841684286,Yes,96.72128021256924,154.54373263414422,!@9#%8,303.92123715328654,1,0,0,0,1,1,1,2,0
289,47,Mechanic,18681.465,1584.78875,2,3,9,2,1,8,3.9,3.0,Good,327.88,28.06382123496347,No,24.8214249786604,71.93630035975555,HighspentSmallvaluepayments,321.7211496615841,0,0,0,1,0,0,0,0,1
291,47,Mechanic,18681.465,4182.004291203503,2,3,9,2,6,8,3.9,3.0,Good,327.88,26.21104864449256,No,24.8214249786604,184.43658178422,LowspentSmallvaluepayments,239.22086823711967,0,0,0,1,0,0,0,0,1
292,42,Scientist,9841.34,690.1116666666667,8,9,31,5,64,12,29.52,10.0,Bad,4984.82,35.47926696547023,Yes,36.67512791916932,23.724284766347083,!@9#%8,298.61175398115034,1,0,2,0,0,0,1,1,0
294,42,Scientist,9841.34,4182.004291203503,8,9,31,5,61,18,25.52,10.0,Bad,4984.82,27.20170801456344,Yes,36.67512791916932,16.913195976804445,HighspentSmallvaluepayments,275.4228427706929,1,0,2,0,0,0,1,1,0
295,42,Scientist,10527110.0,690.1116666666667,8,9,31,5,62,15,28.52,10.0,Bad,4984.82,35.850307949102344,Yes,36.67512791916932,30.935735656151515,HighspentSmallvaluepayments,261.40030309134585,1,0,2,0,0,0,1,1,0
296,35,MediaManager,72330.98,4182.004291203503,0,3,11,1,1,6,4.62,1.0,Good,596.78,39.45053019476518,No,31.37979415843871,258.79381242049067,LowspentLargevaluepayments,609.8845600877373,1,0,0,0,0,0,0,0,0
298,35,MediaManager,72330.98,6300.581666666666,0,3,11,1,1,7,4.62,5.0,Good,596.78,33.74384689259225,No,31.37979415843871,261.87254396996724,LowspentSmallvaluepayments,626.8058285382607,1,0,0,0,0,0,0,0,0
299,36,MediaManager,72330.98,6300.581666666666,1,4,11,-100,1,3,4.62,5.0,Good,596.78,29.963068109536977,No,31.37979415843871,83.86037364309526,HighspentMediumvaluepayments,764.8179988651327,1,0,0,0,0,0,0,0,0
301,16,Teacher,43241.49,3282.269196467356,1444,7,30,6,36,19,11.47,10.0,Bad,2174.16,33.877016508271254,Yes,460.4272666027642,59.00626433454359,HighspentMediumvaluepayments,386.8005225953364,1,1,0,1,1,1,0,0,0
302,16,Teacher,43241.49,3282.269196467356,10,7,30,6,36,17,8.47,15.0,Bad,2174.16,25.858932365901,Yes,460.4272666027642,112.8705138258177,HighspentMediumvaluepayments,332.9362731040623,1,1,0,1,1,1,0,0,0
303,1643,Teacher,43241.49,3282.269196467356,10,7,30,6,36,17,8.47,15.0,Bad,2174.16,37.668434988986384,NM,460.4272666027642,38.567458704402725,HighspentMediumvaluepayments,407.2393282254772,1,1,0,1,1,1,0,0,0
304,20,Mechanic,34106.78,2767.231666666666,8,5,17,0,8,10,10.06,5.0,Standard,996.54,24.33251485677405,Yes,0.0,30.848466341651665,HighspentLargevaluepayments,485.8747003250151,0,0,0,0,0,0,0,0,0
307,20,Mechanic,34106.78,2767.231666666666,8,5,17,0,8,10,10.06,5.0,Standard,996.54,26.968914430296625,Yes,0.0,196.0587545726994,LowspentMediumvaluepayments,360.66441209396726,0,0,0,0,0,0,0,0,0
310,25,Teacher,129067.59,4182.004291203503,1,3,1,4,9,5,4.54,30.080200142959256,Good,137.15,33.15728064201587,No,389.3056724525229,113.16802784003656,HighspentLargevaluepayments,817.0895497074405,1,0,0,0,0,0,1,0,1
311,25,Teacher,129067.59,10795.6325,1,3,1,-100,9,5,4.54,30.080200142959256,Good,137.15,31.345768164116336,No,389.3056724525229,671.0016881780405,HighspentSmallvaluepayments,279.25588936943655,1,0,0,0,0,0,1,0,1
312,34,Architect,17001.34,1214.7783333333334,6,5,5,1,5,18,5.62,2.0,Standard,1093.87,26.323832394128733,NM,10.535555607461252,42.99318849345953,LowspentMediumvaluepayments,347.94908923241263,0,0,0,1,0,0,0,0,0
313,35,Architect,17001.34,4182.004291203503,6,5,5,1,10,20,5.62,2.0,Standard,1093.87,34.91508877384353,NM,10.535555607461252,10000.0,HighspentSmallvaluepayments,312.3959041494351,0,0,0,1,0,0,0,0,0
315,35,Architect,17001.34,1214.7783333333334,6,5,5,1,10,20,5.62,2.0,Standard,1093.87,37.721439876804816,NM,10.535555607461252,41.289065337162455,LowspentSmallvaluepayments,359.65321238870973,0,0,0,1,0,0,0,0,0
316,21,Accountant,44719.17,3969.5975,6,6,29,7,42,19,27.21,14.0,Bad,3818.57,24.25286502648052,Yes,248.599885855438,132.15544933818092,LowspentLargevaluepayments,286.2044148063811,1,1,1,0,0,0,1,1,0
317,21,Accountant,44719.17,3969.5975,6,6,29,7,42,19,23.21,14.0,Bad,3818.57,33.895711192486885,Yes,248.599885855438,10000.0,HighspentMediumvaluepayments,292.6806426115781,1,1,1,0,0,0,1,1,0
318,21,Accountant,44719.17,3969.5975,6,6,29,7,42,19,23.21,14.0,Bad,3818.57,36.54670150307007,Yes,248.599885855438,138.95563491741666,HighspentMediumvaluepayments,259.40422922714544,1,1,1,0,0,0,1,1,0
322,48,Accountant,17787.34,1242.2783333333334,8,4,16,2,5,15,5.65,2.0,Standard,730.9,24.47285691111417,No,20.06363388435491,158.16029406533653,LowspentSmallvaluepayments,236.0039053836419,1,0,0,0,0,0,0,0,1
325,42,Teacher,103353.06,4182.004291203503,3,3,6,1,4,9,3.11,7.0,Good,1374.56,42.28209254958709,No,64.00168567310892,139.51663526851965,HighspentLargevaluepayments,889.2571790583714,0,0,0,0,0,0,0,0,1
326,42,Teacher,4602545.0,8527.755,3,3,6,1,4,9,3.11,7.0,Good,1374.56,31.22177904222145,No,64.00168567310892,177.27095161401814,HighspentLargevaluepayments,851.5028627128729,0,0,0,0,0,0,0,0,1
328,39,Journalist,31021.24,2756.103333333333,7,7,11,4,16,18,11.21,7.0,Standard,852.81,29.022727164866577,No,90.7591784649516,77.12508724804253,HighspentMediumvaluepayments,357.7260676203392,2,0,0,0,0,0,0,1,0
331,39,Journalist,31021.24,2660.636339227669,7,7,11,4,20,20,11.21,7.0,Standard,852.81,29.05362022009968,No,186.22617257061623,167.46544946804633,LowspentLargevaluepayments,287.3857054003354,2,0,0,0,0,0,0,1,0
335,37,Journalist,134978.24,10541.520749550598,8,5,15,2,9,16,9.89,5.0,Standard,668.14,36.244628132457535,Yes,662.7777405037292,10000.0,!@9#%8,876.3211099581301,0,0,0,0,2,0,0,0,0
336,29,Writer,39800.12,3047.6766666666667,7,5,12,3,17,18,18.53,4.0,Standard,660.69,33.83231835702849,Yes,58.48765733950958,254.3090005434428,LowspentSmallvaluepayments,281.97100878371435,1,0,0,0,0,0,1,1,0
339,29,Writer,39800.12,3047.6766666666667,7,5,12,3,17,18,18.53,6.0,Standard,660.69,30.3763626789762,Yes,58.48765733950958,281.0353367330702,LowspentMediumvaluepayments,245.2446725940869,1,0,0,0,0,0,1,1,0
341,18,Manager,14841.35,1437.779166666667,6,5,17,7,60,16,27.64,6.0,Bad,3865.15,25.242774404795504,Yes,71.54474307214656,147.10528696336212,LowspentSmallvaluepayments,215.127886631158,0,1,1,0,2,1,0,0,1
342,18,Manager,14841.35,4182.004291203503,6,5,17,7,61,16,27.64,6.0,Bad,3865.15,32.57481758191717,Yes,71.54474307214656,87.0032876221631,LowspentSmallvaluepayments,275.229885972357,0,1,1,0,2,1,0,0,1
343,18,Manager,14841.35,4182.004291203503,6,5,17,7,60,13,27.64,11.0,Bad,3865.15,26.50376316447064,Yes,71.54474307214656,108.16668922877426,LowspentSmallvaluepayments,254.06648436574585,0,1,1,0,2,1,0,0,1
344,22,Architect,66105.4,4182.004291203503,6,8,31,5,30,22,1.5199999999999996,12.0,Bad,1549.56,39.81281030049042,Yes,214.07212305606225,172.8113821078843,!@9#%8,438.4948281693869,1,0,0,0,1,1,1,0,1
347,22,Architect,66105.4,5653.783333333333,6,8,31,5,21,22,5.52,2019.0,Bad,1549.56,27.13249466234779,Yes,214.07212305606225,146.8070958244739,HighspentSmallvaluepayments,464.4991144527973,1,0,0,0,1,1,1,0,1
348,28,Mechanic,15398.95,4182.004291203503,1,1226,5,4,-2,1,5.41,8.0,Good,343.84,41.42348017629144,No,34.81396985624466,64.37268235281262,LowspentMediumvaluepayments,335.63793112427607,0,0,0,0,1,2,0,0,1
349,28,Mechanic,15398.95,1548.2458333333334,1,7,5,4,1,0,6.41,8.0,Good,343.84,41.27143023516286,No,34.81396985624466,96.29585881449027,LowspentSmallvaluepayments,313.7147546625984,0,0,0,0,1,2,0,0,1
350,29,Mechanic,15398.95,1548.2458333333334,1,7,5,4,1,0,8.41,8.0,Good,343.84,29.861435919662046,NM,34.81396985624466,131.80143451933915,LowspentSmallvaluepayments,278.20917895774954,0,0,0,0,1,2,0,0,1
351,29,Mechanic,15398.95,1548.2458333333334,1,7,5,4,1,0,13.41,8.0,Good,343.84,31.74691660199067,No,34.81396985624466,45.39012955896059,HighspentMediumvaluepayments,324.6204839181281,0,0,0,0,1,2,0,0,1
353,18,Developer,27070.07,2518.839166666666,7,3,11,4,12,15,5.68,6.0,Standard,919.76,26.27047546982729,No,73.23331847935155,67.62085302814172,LowspentLargevaluepayments,381.0297451591733,0,1,0,1,0,0,0,1,1
354,19,Developer,27070.07,2518.839166666666,7,3,11,4,12,15,5.68,6.0,Standard,919.76,27.73342619528208,No,73.23331847935155,229.9913603163184,!@9#%8,238.6592378709967,0,1,0,1,0,0,0,1,1
364,22,Teacher,18305.25,1557.4375,2,1,4,0,14,9,5.27,3.0,Good,363.51,23.76629396145191,NM,0.0,95.1739001001918,LowspentSmallvaluepayments,350.5698498998082,0,0,0,0,0,0,0,0,0
365,23,Teacher,18305.25,1557.4375,2,1,4,0,14,12,11.27,3.0,Good,363.51,28.866621901857343,No,0.0,28.458236486071574,HighspentMediumvaluepayments,377.28551351392855,0,0,0,0,0,0,0,0,0
366,23,Teacher,18305.25,1557.4375,2,1,4,0,16,9,5.27,3.0,Good,363.51,33.14341245117926,No,0.0,132.85627969010687,LowspentSmallvaluepayments,312.8874703098932,0,0,0,0,0,0,0,0,0
368,26,Journalist,27865.26,2606.105,4,3,6,1,22,18,19.05,5.0,Standard,635.59,38.98423900777389,Yes,17.69844332156168,10000.0,LowspentSmallvaluepayments,211.2512958155042,0,0,0,0,0,0,0,0,1
369,26,Journalist,27865.26,2606.105,4,3,6,1,25,16,17.05,5.0,Standard,635.59,36.043560442424734,Yes,17.69844332156168,98.13711127795484,HighspentMediumvaluepayments,394.7749454004835,0,0,0,0,0,0,0,0,1
370,26,Journalist,27865.26,2606.105,4,3,6,1,20,18,19.05,9.0,Standard,635.59,35.527603850657634,Yes,17.69844332156168,67.5934044698661,!@9#%8,415.3186522085721,0,0,0,0,0,0,0,0,1
372,36,Architect,23404.86,1899.405,6,5,7,0,14,17,15.82,5.0,Standard,35.54,37.859668889152616,NM,0.0,64.72167353829056,HighspentSmallvaluepayments,385.2188264617095,0,0,0,0,0,0,0,0,0
374,37,Architect,23404.86,1899.405,6,5,7,0,12,17,15.82,10.0,Standard,35.54,32.1752548850747,Yes,0.0,67.91798504713712,HighspentMediumvaluepayments,372.0225149528629,0,0,0,0,0,0,0,0,0
376,34,Musician,14205.09,1086.7575,7,10,21,8,33,20,19.42,16.0,Bad,4845.24,30.66834577212341,Yes,49.03239546911298,42.28708960267633,LowspentMediumvaluepayments,297.3562649282107,0,1,0,0,1,1,0,0,3
377,34,Musician,14205.09,1086.7575,7,10,21,8,33,22,19.42,16.0,Bad,4845.24,30.99083993733127,Yes,49.03239546911298,75.19998090431021,LowspentSmallvaluepayments,274.44337362657683,0,1,0,0,1,1,0,0,3
379,34,Musician,14205.09,4182.004291203503,7,10,21,8,33,19,19.42,16.0,Bad,4845.24,34.528830061689845,Yes,49.03239546911298,30.213639524938827,!@9#%8,279.4297150059482,0,1,0,0,1,1,0,0,3
