,Age,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_MediaManager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,userID
129,22.0,12986.745,959.22875,4.0,3.0,10.0,2.0,30.0,16.0,11.8,7.0,1489.49,26.41550224652845,2,16.719300227776053,49.9102338322073,6,319.2933409400166,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,717780
131,-500.0,12986.745,959.22875,4.0,3.0,10.0,2.0,30.0,14.0,11.8,7.0,1489.49,27.34509835554881,2,16.719300227776053,76.18991869541101,5,283.01365607681294,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863592
132,44.0,58317.0,4664.75,8.0,5.0,9.0,6.0,18.0,20.0,16.58,10.0,98.97,36.34203464170722,2,149.89719942100822,162.73642005944183,5,433.84138051954994,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898254
134,44.0,58317.0,4664.75,8.0,5.0,9.0,6.0,15.0,20.0,16.58,10.0,98.97,27.66897220867021,2,149.89719942100822,112.7241835063515,1,443.8536170726403,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424603
137,37.0,42171.98,3764.331666666667,2.0,7.0,10.0,3.0,8.0,11.0,2.58,4.0,556.91,28.76152739499421,1,102.7629131170904,304.8093010913887,4,238.8609524581876,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,632973
140,36.0,71681.4,5799.45,3.0,6.0,15.0,-100.0,8.0,8.0,10.44,0.0,1293.02,23.808046098437945,2,53.92351397165268,306.99628734014715,3,479.0251986882001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,599462
141,36.0,71681.4,5799.45,3.0,6.0,15.0,1.0,8.0,6.0,5.44,0.0,1293.02,38.60948946615,2,53.92351397165268,239.05817254719892,0,536.9633134811484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,601265
143,36.0,71681.4,4182.004291203503,3.0,6.0,15.0,1.0,8.0,8.0,10.44,5.0,1293.02,26.044047941917125,2,53.92351397165268,478.3606566955472,4,317.6608293328002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402663
144,16.0,29469.98,2227.8316666666665,705.0,7.0,24.0,5.0,48.0,21.0,26.94,12.0,3421.66,25.421302240233963,2,69.68545857227979,167.27143929165752,4,255.8262688027293,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226609
145,16.0,29469.98,2227.8316666666665,7.0,7.0,24.0,5.0,49.0,21.0,26.94,12.0,3421.66,32.59207553656722,2,69.68545857227979,31.60260520923378,1,361.49510288515313,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790344
147,17.0,29469.98,4182.004291203503,7.0,7.0,24.0,5.0,53.0,21.0,26.94,12.0,3421.66,33.988956454873126,2,268.78921395492137,125.23733244555812,6,317.8603756488287,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862416
150,20.0,72559.36,4182.004291203503,4.0,5.0,17.0,4.0,14.0,19.0,2.74,5.0,1173.7,35.184574015125555,1,215.83917063897167,199.45031740911827,5,493.17184528524336,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134514
151,20.0,72559.36,6284.613333333334,4.0,5.0,17.0,4.0,14.0,19.0,2.74,5.0,1173.7,29.71024332258681,1,215.83917063897167,374.7960686011537,3,297.8260940932082,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177842
153,37.0,15566.02,1423.168333333333,8.0,5.0,32.0,4.0,12.0,20.0,3.24,9.0,1693.95,30.77530249613676,2,43.07051960231588,85.06097027152596,6,304.1853434594915,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,551506
154,37.0,15566.02,1423.168333333333,8.0,5.0,32.0,4.0,17.0,20.0,9.24,9.0,1693.95,24.03584985300275,2,43.07051960231588,147.41818402641738,6,241.8281297046001,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,365406
156,19.0,66567.32,5800.276666666668,5.0,7.0,5.0,2.0,7.0,15.0,5.67,2.0,233.79,26.45967317656464,1,100.18936089086122,10000.0,1,623.2917733229376,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,825733
157,19.0,66567.32,5800.276666666668,5.0,7.0,5.0,2.0,7.0,15.0,5.67,2.0,233.79,26.47501157048493,1,100.18936089086122,107.65137008979312,2,622.1869356860124,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,220420
158,19.0,66567.32,5800.276666666668,5.0,7.0,5.0,2.0,5.0,15.0,5.67,2.0,233.79,31.48360268250671,1,100.18936089086122,344.82459807899244,0,395.01370769681296,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,927140
159,19.0,66567.32,5800.276666666668,5.0,7.0,5.0,2.0,7.0,15.0,5.67,2.0,233.79,40.303827080568375,1,100.18936089086122,100.39587069098452,1,619.442435084821,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,596661
160,33.0,12909.895,853.8245833333333,5.0,5.0,13.0,0.0,25.0,13.0,7.58,3.0,602.5,25.40613455558175,1,0.0,54.17040424709995,0,321.21205408623337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688784
161,3193.0,12909.895,853.8245833333333,5.0,5.0,13.0,0.0,22.0,14.0,7.58,3.0,602.5,39.56255490128193,1,76196.0,26.47453711526416,4,328.9079212180692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219047
163,33.0,20601508.0,853.8245833333333,5.0,5.0,13.0,0.0,22.0,12.0,7.58,3.0,602.5,37.75049154174107,1,0.0,83.99038212517874,0,291.39207620815466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829946
164,33.0,30788.44,2623.703333333333,7.0,9.0,31.0,6.0,49.0,20.0,18.73,9.0,3470.08,28.70868274990321,0,114.533020898938,10000.0,1,325.5498530495152,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242912
166,33.0,30788.44,2623.703333333333,7.0,9.0,31.0,6.0,50.0,21.0,20.73,9.0,3470.08,36.226656344628886,2,114.533020898938,296.1071984225468,6,141.7301140118485,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443524
167,33.0,30788.44,2623.703333333333,7.0,9.0,31.0,6.0,44.0,20.0,17.73,13.0,3470.08,33.491468635341825,2,114.533020898938,343.2481544688096,6,94.5891579655858,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464891
168,42.0,20574.47,1740.539166666667,6.0,3.0,14.0,4.0,6.0,10.0,14.74,11.0,749.95,39.73211698649768,2,49.348666321498655,65.93064944867074,4,328.7746008964973,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380835
169,42.0,20574.47,1740.539166666667,6.0,3.0,14.0,4.0,6.0,12.0,10.74,11.0,749.95,34.37783509597484,2,49.348666321498655,43.56526478885986,1,321.13998555630815,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823355
170,43.0,20574.47,1740.539166666667,6.0,3.0,14.0,4.0,4.0,9.0,13.74,11.0,749.95,35.52711862461349,0,49.348666321498655,197.43938085889232,6,217.2658694862757,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456546
171,43.0,20574.47,1740.539166666667,6.0,3.0,14.0,4.0,6.0,12.0,14.74,11.0,749.95,27.44347031492073,2,49.348666321498655,23.56048988935808,0,341.14476045580994,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,790046
173,22.0,148699.32,4182.004291203503,3.0,4.0,5.0,3.0,13.0,6.0,9.2,1.0,949.38,26.680126079571075,0,364.9151774048712,517.9338869302671,0,610.4119356648617,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,932281
174,22.0,148699.32,12432.61,3.0,4.0,5.0,3.0,13.0,4.0,9.2,1.0,949.38,32.94616475327622,1,364.9151774048712,1049.8682168332366,5,108.47760576189216,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538431
175,22.0,148699.32,12432.61,3.0,4.0,5.0,3.0,13.0,6.0,9.2,1.0,949.38,30.13624117588956,1,364.9151774048712,296.80468401164023,1,821.5411385834888,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,297653
176,20.0,85554.03,7185.5025,4.0,2.0,3.0,0.0,10.0,4.0,6.43,3.0,1095.73,37.215288262387006,1,0.0,212.00664451387192,4,776.5436054861283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,206269
178,20.0,85554.03,7185.5025,4.0,2.0,3.0,-100.0,7.0,7.0,12.43,3.0,1095.73,30.4536649314624,1,0.0,206.3133805588849,3,772.2368694411152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96336
179,20.0,85554.03,7185.5025,4.0,2.0,3.0,0.0,9.0,7.0,6.43,3.0,1095.73,23.541373517099988,1,0.0,10000.0,6,100.66867759044248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273453
180,16.0,55829.79,4369.4825,10.0,10.0,18.0,8.0,30.0,21.0,27.99,11.0,3422.49,36.47040878115544,2,314.90178526768176,349.47676962445365,6,62.56969510786456,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112768
181,16.0,55829.79,4369.4825,10.0,914.0,18.0,8.0,30.0,18.0,27.99,11.0,3422.49,37.749720192245775,2,314.90178526768176,79.93896964172495,0,302.1074950905933,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,446376
182,16.0,55829.79,4369.4825,10.0,10.0,18.0,8.0,30.0,16.0,27.99,11.0,3422.49,25.42853525508577,2,314.90178526768176,374.60610659022217,5,27.440358142096105,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,205381
183,16.0,55829.79,4369.4825,10.0,10.0,4224.0,8.0,34.0,20.0,27.99,15.0,3422.49,26.42666790426557,2,314.90178526768176,137.49104896203892,2,234.55541577027927,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,614048
184,27.0,14165.23,1057.4358333333332,7.0,10.0,33.0,9.0,54.0,24.0,8.82,11.0,2797.17,37.84559431933441,2,58.86844083860843,124.5051788964826,6,212.3699635982423,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,931353
185,27.0,14165.23,4182.004291203503,7.0,10.0,33.0,9.0,59.0,27.0,8.82,12.0,2797.17,32.39193289599275,2,58.86844083860843,53.59293401625869,4,263.2822084784662,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,773737
186,27.0,14165.23,1057.4358333333332,7.0,10.0,33.0,9.0,59.0,21.0,11.82,12.0,2797.17,31.29995338554643,0,58.86844083860843,83.52892532375137,5,243.3462171709736,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,793505
188,30.0,87215.68,7489.973333333332,2.0,6.0,8.0,2.0,0.0,5.0,10.98,0.0,680.77,32.853999680614216,0,121.68201673654264,85.0897706786984,2,792.2255459180922,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,419563
190,31.0,87215.68,4182.004291203503,2.0,6.0,8.0,2.0,2.0,6.0,10.98,0.0,680.77,32.38764952831312,1,121.68201673654264,197.16439131518337,3,690.1509252816072,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299485
191,31.0,87215.68,7489.973333333332,2.0,6.0,8.0,2.0,2.0,6.0,10.98,0.0,680.77,26.45454790745145,1,121.68201673654264,579.8625969032331,4,317.4527196935575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752845
193,43.0,81842.28,6810.19,10.0,9.0,25.0,9.0,20.0,19.0,16.25,11.0,3053.16,34.64095601413508,2,574.0657978713467,55.371438115591175,1,291.581764013062,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278360
194,43.0,81842.28,6810.19,10.0,9.0,25.0,9.0,20.0,19.0,16.25,11.0,3053.16,23.30206030990575,0,574.0657978713467,286.78293748662134,2,70.17026464203178,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494514
198,39.0,95956.5,8279.375,8.0,4.0,11.0,2.0,28.0,10.0,12.94,7.0,1079.73,41.72201510339915,1,95.5216287821567,206.3335930448604,1,766.0822781729829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,571364
199,39.0,95956.5,8279.375,8.0,4.0,11.0,2.0,23.0,10.0,7.939999999999999,7.0,1079.73,28.91782480697284,1,95.5216287821567,437.4900382996484,5,574.9258329181949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303529
200,26.0,49967.01,4091.9175,6.0,5.0,31.0,6.0,27.0,13.0,19.87,12.0,2253.95,29.132503896515377,2,156.00331166279182,450.92634217999466,6,92.26209615721348,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796491
201,26.0,49967.01,4091.9175,6.0,5.0,31.0,6.0,27.0,11.0,16.87,12.0,2253.95,26.041476458839284,2,156.00331166279182,120.77377718668968,5,412.4146611505183,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205775
203,26.0,49967.01,4091.9175,6.0,5.0,31.0,6.0,27.0,12.0,19.87,12.0,2253.95,26.3161966456708,2,156.00331166279182,189.42998072111016,3,323.75845761609787,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133154
204,14.0,39887.22,3224.935,9.0,9.0,16.0,-100.0,57.0,21.0,17.25,14.0,3119.6,24.498773583689346,0,133.47084524343262,37.210310126757285,1,391.8123446298101,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,182040
205,14.0,39887.22,3224.935,9.0,9.0,16.0,5.0,57.0,19.0,22.25,14.0,3119.6,32.08834596649757,2,133.47084524343262,132.51971818231706,2,306.5029365742504,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,425341
206,15.0,39887.22,3224.935,9.0,9.0,16.0,5.0,57.0,19.0,17.25,14.0,3119.6,32.18202147765085,2,133.47084524343262,130.89177582476202,0,308.1308789318054,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,778887
207,15.0,39887.22,3224.935,9.0,9.0,16.0,5.0,55.0,19.0,17.25,368.0,3119.6,34.516948022564755,2,133.47084524343262,352.1155274542753,6,126.90712730229212,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583984
209,44.0,14129.76,1023.2175884600924,8.0,5.0,21.0,8.0,62.0,18.0,5.51,6.0,4071.62,30.47662041670941,2,70.97506654794734,14.89687808240302,2,254.63846690955745,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,539227
211,44.0,14129.76,1023.2175884600924,8.0,5.0,21.0,8.0,62.0,16.0,5.51,8.0,4071.62,35.591864492457645,2,77521.0,103.66546556775072,6,205.8698794242097,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,564387
215,43.0,123732.32,4182.004291203503,4.0,3.0,11.0,0.0,10.0,10.0,11.92,4.0,1154.46,33.985039671594016,1,0.0,366.6613274213181,5,954.9413392453488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,676494
216,37.0,17251.38,4182.004291203503,6.0,1304.0,7.0,7.0,6.0,13.0,21.06,10.0,2431.64,24.70310631498484,2,57.35116518894053,104.72010268798591,6,293.3902321230736,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,430864
218,37.0,17251.38,4182.004291203503,6.0,3.0,7.0,7.0,6.0,15.0,15.06,10.0,2431.64,35.205387189137824,2,57.35116518894053,93.28587963281448,6,304.824455178245,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899581
219,37.0,17251.38,1654.615,6.0,3.0,7.0,7.0,8.0,18.0,15.06,10.0,2431.64,37.63832057733276,2,57.35116518894053,38.11306460513448,3,329.99727020592496,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240613
220,23.0,36822.29,3132.524166666666,8.0,7.0,6.0,4.0,14.0,19.0,5.79,5.0,125.25,23.9825937667405,1,95.8007129241996,48.255463313051976,1,409.1962404294151,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859112
221,23.0,36822.29,3132.524166666666,8.0,7.0,6.0,4.0,14.0,19.0,5.79,5.0,125.25,30.366771673201672,1,95.8007129241996,84.65669024985695,2,382.7950134926101,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541833
223,23.0,36822.29,3132.524166666666,8.0,7.0,6.0,4.0,13.0,20.0,5.79,5.0,125.25,36.96739330982656,0,95.8007129241996,322.32519505804044,6,185.12650868442665,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126115
224,25.0,80108.31,6866.6925,5.0,3.0,17.0,-100.0,25.0,22.0,14.22,4.0,997.28,41.42561225498106,2,0.0,224.869784043224,2,711.799465956776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,839591
225,25.0,80108.31,6866.6925,5.0,3.0,17.0,0.0,25.0,19.0,14.22,4.0,997.28,29.77566497418545,2,29462.0,168.53388685462616,1,758.1353631453737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,453712
228,21.0,69977.6,5978.466666666667,10.0,7.0,20.0,9.0,49.0,18.0,6.81,15.0,3042.36,21.36749557534374,0,485.75043098703753,365.12631604979873,4,16.96991962983043,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,544861
230,21.0,69977.6,5978.466666666667,10.0,7.0,20.0,9.0,49.0,18.0,6.81,15.0,3042.36,34.69890141102788,2,485.75043098703753,205.5147384650663,5,186.5814972145629,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,544078
231,21.0,69977.6,4182.004291203503,10.0,7.0,20.0,9.0,49.0,18.0,6.81,15.0,3042.36,26.17731854335801,2,485.75043098703753,157.02966732010535,3,215.06656835952373,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183509
232,16.0,78988.48,6449.373333333332,9.0,5.0,29.0,7.0,24.0,15.0,10.27,9.0,1746.9,30.678357305498324,2,291.78276034215287,10000.0,0,495.0402863081221,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,259083
