,antena_id,antena_provider,antena_zip_code,antena_range,antena_capacity,country
2295,3534996,VERIZON,806899,49,142337,SG
2296,5875076,T-MOBILE,648434,180,66232,SG
2297,6690546,ORANGE,730574,180,25053,SG
2298,981366,LYBRA,319075,159,127496,SG
2299,961870,SALT,757358,151,30583,SG
2300,1279482,Sunrise,688999,65,192971,SG
2301,5905233,AT&T,768142,137,119256,SG
2302,1786975,VERIZON,455180,199,40485,SG
2303,4042030,LYBRA,288491,145,9241,SG
2304,1500875,Sunrise,668805,40,77555,SG
2305,2484208,Vodafone,599668,40,43932,SG
2306,4773983,VERIZON,637638,187,9644,SG
2307,6656040,T-MOBILE,449524,139,78376,SG
2308,3231482,T-MOBILE,339418,68,153056,SG
2309,6492245,AT&T,309884,140,115845,SG
2310,2242245,T-MOBILE,456160,161,99915,SG
2311,3728797,AT&T,554444,56,55563,SG
2312,3268969,LYBRA,718808,156,7423,SG
2313,6293055,LYBRA,349025,185,45546,SG
2314,991419,LYBRA,567743,137,45554,SG
2315,2223041,SALT,359650,43,145971,SG
2316,5724231,VERIZON,486944,140,163870,SG
2317,6929283,LYBRA,277411,134,22376,SG
2318,1708382,ORANGE,787160,71,108748,SG
2319,2249913,VERIZON,489442,117,56169,SG
2320,6286177,VERIZON,098561,92,150607,SG
2321,703351,Sunrise,680573,44,163607,SG
2322,5966419,Vodafone,468427,71,184899,SG
2323,4407722,T-MOBILE,548250,124,173059,SG
2324,2757619,AT&T,258546,76,96340,SG
2325,3442587,SALT,359610,100,97442,SG
2326,1159356,AT&T,457510,183,143328,SG
2327,5563359,LYBRA,539650,68,11850,SG
2328,2813213,T-MOBILE,629410,61,98956,SG
2329,3719180,AT&T,488683,181,183845,SG
2330,2169534,AT&T,269367,92,106797,SG
2331,6874401,ORANGE,266458,194,75118,SG
2332,1523838,Sunrise,389436,67,100443,SG
2333,1393187,SALT,277525,122,162592,SG
2334,2888709,T-MOBILE,536455,84,127412,SG
2335,3682768,T-MOBILE,806614,97,45786,SG
2336,1120548,SWISSCOM,279691,86,195063,SG
2337,1660884,SALT,388179,187,132034,SG
2338,1059791,VERIZON,449874,199,69475,SG
2339,6342770,AT&T,279312,192,162324,SG
2340,6487901,ORANGE,42587,57,48896,TR
2341,1986650,Sunrise,34752,93,6354,TR
2342,3278712,Vodafone,03858,141,80236,TR
2343,2905934,SALT,20565,52,109637,TR
2344,6820249,Vodafone,31835,164,96148,TR
2345,6806482,SALT,35715,171,160164,TR
2346,3258881,LYBRA,99890,83,56069,TR
2347,6900613,SALT,42538,155,100389,TR
2348,5602913,AT&T,06852,75,54849,TR
2349,6079288,ORANGE,35495,199,72190,TR
2350,2169207,SWISSCOM,06827,188,102700,TR
2351,4862083,T-MOBILE,34245,139,108462,TR
2352,1066939,Sunrise,34762,94,88551,TR
2353,5397493,Sunrise,51085,42,17029,TR
2354,3338439,SWISSCOM,45707,113,160756,TR
2355,3434773,SALT,33715,88,169097,TR
2356,5137341,LYBRA,07475,50,13311,TR
2357,6913152,AT&T,35762,51,152919,TR
2358,3252505,T-MOBILE,42536,130,114487,TR
2359,5062382,VERIZON,42581,129,171978,TR
2360,1349909,Vodafone,99680,138,163777,TR
2361,3141489,SALT,09950,166,105096,TR
2362,2359963,AT&T,42538,108,170598,TR
2363,6450958,SALT,07491,140,6816,TR
2364,6938962,LYBRA,34732,147,170103,TR
2365,6125157,VERIZON,34779,155,50010,TR
2366,2211625,Sunrise,65570,189,110548,TR
2367,6766918,SWISSCOM,34779,124,118821,TR
2368,4783641,SWISSCOM,45835,118,104374,TR
2369,2370528,AT&T,10975,132,132331,TR
2370,2398933,Sunrise,31835,81,132848,TR
2371,5935976,SWISSCOM,34728,153,192293,TR
2372,2609731,AT&T,19900,196,98603,TR
2373,1653935,LYBRA,99890,82,8434,TR
2374,6110836,VERIZON,09295,157,23352,TR
2375,4654472,LYBRA,42534,94,167867,TR
2376,1571259,LYBRA,60625,195,70515,TR
2377,5036230,SWISSCOM,34718,149,22712,TR
2378,3540108,ORANGE,42587,119,65355,TR
2379,2704598,LYBRA,03859,192,73020,TR
2380,3822727,SALT,09965,46,9233,TR
2381,5980521,LYBRA,01930,91,44859,TR
2382,3153903,AT&T,34265,119,151102,TR
2383,3054630,LYBRA,26970,79,85055,TR
2384,1872666,T-MOBILE,99675,77,103138,TR
2385,2064354,SWISSCOM,09295,90,101332,TR
2386,6091284,LYBRA,06815,176,54343,TR
2387,1535873,SALT,43694,130,172126,TR
2388,5748900,Sunrise,01930,101,166837,TR
2389,840377,Sunrise,53610,86,152255,TR
2390,4926803,ORANGE,42582,153,83079,TR
2391,4358460,LYBRA,08890,71,11121,TR
2392,2627651,T-MOBILE,70753,174,170433,US
2393,5187712,LYBRA,78762,113,152294,US
2394,4883028,ORANGE,34448,69,123468,US
2395,6231918,SWISSCOM,24586,152,43601,US
2396,2167660,Sunrise,13092,149,83609,US
2397,4532666,SWISSCOM,95406,174,78193,US
2398,6323546,SALT,96705,117,18031,US
2399,1965830,ORANGE,49938,184,89070,US
2400,1833625,T-MOBILE,97020,168,77682,US
2401,3313895,SWISSCOM,77201,122,17768,US
2402,721707,LYBRA,96087,138,32806,US
2403,6513869,SALT,65786,135,4191,US
2404,1710399,AT&T,93925,85,54758,US
2405,3547707,Sunrise,06419,99,186254,US
2406,6348931,SALT,07091,83,52693,US
2407,6123680,AT&T,77262,158,22063,US
2408,3789820,T-MOBILE,27551,196,113779,US
2409,3968731,ORANGE,14846,53,68404,US
2410,2089429,LYBRA,80113,105,174544,US
2411,4270822,ORANGE,18944,140,166495,US
2412,4192958,Sunrise,68979,71,148232,US
2413,4084311,Vodafone,78881,182,105923,US
2414,2971262,SALT,03245,82,182827,US
2415,2817505,VERIZON,92691,187,42021,US
2416,6897945,T-MOBILE,94801,181,143762,US
2417,4907128,ORANGE,78682,179,69491,US
2418,1051414,SWISSCOM,30313,108,61833,US
2419,3161146,LYBRA,01929,61,58437,US
2420,1819237,VERIZON,76933,162,190349,US
2421,5821411,LYBRA,93283,172,26848,US
2422,1254639,VERIZON,73127,132,137085,US
2423,6650314,T-MOBILE,78877,56,73650,US
2424,2579364,Vodafone,70721,197,133421,US
2425,3968853,SWISSCOM,19146,196,165859,US
2426,2085414,LYBRA,98847,49,84023,US
2427,3735382,LYBRA,62837,68,171311,US
2428,6238737,LYBRA,79759,89,60963,US
2429,737210,Vodafone,99764,53,20146,US
2430,6153375,Vodafone,95667,103,162165,US
2431,3848672,SALT,96078,198,193643,US
2432,802183,Sunrise,01536,76,175137,US
2433,5150124,Sunrise,06401,70,134280,US
2434,4623335,ORANGE,66783,122,91434,US
2435,6800832,T-MOBILE,04485,164,40812,US
2436,4108678,ORANGE,01507,154,5157,US
2437,973994,LYBRA,75850,91,175422,US
2438,6192979,Sunrise,57193,155,52401,US
2439,4389546,ORANGE,78542,157,33505,US
2440,2468146,AT&T,91943,166,49428,US
2441,4814572,VERIZON,99651,186,97969,US
2442,3301444,AT&T,06384,95,158106,US
2443,2714161,Sunrise,06403,127,187812,US
2444,2875697,LYBRA,0035,174,86481,ZA
2445,4680289,Vodafone,0072,79,30133,ZA
2446,2115616,VERIZON,0933,157,109890,ZA
2447,2778326,LYBRA,0346,96,95426,ZA
2448,2512613,SALT,0386,155,146285,ZA
2449,2455096,Vodafone,0126,186,108557,ZA
2450,6292546,VERIZON,0385,188,46224,ZA
2451,3429185,AT&T,0012,43,91958,ZA
2452,5288774,AT&T,0859,144,131046,ZA
2453,5041879,SWISSCOM,0332,144,45477,ZA
2454,1418869,ORANGE,0331,143,44472,ZA
2455,1830298,SWISSCOM,0735,77,173459,ZA
2456,4490798,Sunrise,0078,160,117915,ZA
2457,4479493,SWISSCOM,0736,167,23129,ZA
2458,4358768,LYBRA,0025,89,178383,ZA
2459,3767899,T-MOBILE,0426,97,193946,ZA
2460,978794,LYBRA,1491,44,34835,ZA
2461,4137611,VERIZON,0647,168,95376,ZA
2462,2755120,Vodafone,0699,189,90946,ZA
2463,4433561,AT&T,0533,196,19854,ZA
2464,1454944,SWISSCOM,0396,149,195773,ZA
2465,3255627,ORANGE,0709,166,40933,ZA
2466,2127224,ORANGE,0761,99,35469,ZA
2467,5439401,VERIZON,0006,48,131470,ZA
2468,4172485,AT&T,0076,136,169541,ZA
2469,2737057,ORANGE,0536,157,83623,ZA
2470,2020992,VERIZON,0824,184,108690,ZA
2471,6371080,AT&T,0335,51,30965,ZA
2472,1272661,VERIZON,0060,43,55406,ZA
2473,5338801,SALT,0708,47,155884,ZA
2474,5212341,LYBRA,0720,144,188722,ZA
2475,5947829,SALT,0704,76,87731,ZA
2476,6024899,Sunrise,0711,150,5318,ZA
2477,4093591,LYBRA,0435,87,24564,ZA
2478,3399822,Vodafone,0723,153,49402,ZA
2479,1439615,ORANGE,0534,199,47120,ZA
2480,3017369,Vodafone,0003,56,65160,ZA
2481,1453403,Sunrise,0819,61,11521,ZA
2482,5166471,AT&T,0054,132,48080,ZA
2483,4276128,Vodafone,0066,124,8673,ZA
2484,1598744,ORANGE,8018,143,12539,ZA
2485,836722,LYBRA,0733,153,197229,ZA
2486,4400088,Vodafone,0866,95,128922,ZA
2487,4103911,T-MOBILE,0780,160,186507,ZA
2488,935777,T-MOBILE,0078,140,103726,ZA
2489,3590246,SALT,0429,120,99178,ZA
2490,5738883,Vodafone,1492,72,49635,ZA
2491,3680777,AT&T,0733,87,184731,ZA
2492,2701315,Sunrise,0414,60,86200,ZA
2493,2873369,ORANGE,0016,79,157139,ZA
2494,4589062,Sunrise,8018,158,157248,ZA
2495,4015661,VERIZON,0337,81,51467,ZA
